StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,CountyFIPS
CA,Fullerton,628000,6059086701,0628000-06059086701,141,19.3,18.7,2.6,8.2,2.2,61.1,12,12.9,33.85599015,-117.9739478,6059
CA,Garden Grove,629000,6059087503,0629000-06059087503,482,17.3,30.5,5.6,8.9,6.1,65.8,16,14.3,33.79740776,-117.92608,6059
CA,Garden Grove,629000,6059087602,0629000-06059087602,298,17.4,29.7,5.3,8.4,5.9,65.3,15.1,13.6,33.79953958,-117.9392003,6059
CA,Garden Grove,629000,6059087806,0629000-06059087806,162,22.4,30.4,4.9,8.5,6.1,65.5,16.5,15,33.80449011,-117.9725455,6059
CA,Garden Grove,629000,6059087902,0629000-06059087902,112,17.3,31.5,4.9,7.9,6,66.9,17.4,13.6,33.78886355,-117.9849587,6059
CA,Garden Grove,629000,6059088104,0629000-06059088104,788,15.5,25.5,4.2,8.3,4.1,64.8,14.3,13,33.78445852,-117.9907548,6059
CA,Garden Grove,629000,6059088904,0629000-06059088904,630,12.7,29.4,4.8,6.9,5.2,68.6,13.1,10.6,33.74806644,-117.9610392,6059
CA,Glendale,630000,6037300501,0630000-06037300501,923,7.8,18.8,4.2,7.3,2.7,67.1,9.5,8.9,34.22061918,-118.2463473,6037
CA,Hawthorne,632548,6037601700,0632548-06037601700,169,28.4,27.3,3.5,10.9,5.2,64.1,19.4,18.3,33.93288694,-118.349792,6037
CA,Hawthorne,632548,6037602301,0632548-06037602301,391,16.7,21.5,4.4,8.3,3.4,64.6,11.7,11.1,33.90112652,-118.365659,6037
CA,Hayward,633000,6001435200,0633000-06001435200,407,10.1,25.9,5.3,9.7,4.1,64.8,13.7,12,37.68544335,-122.0595259,6001
CA,Hemet,633182,6065043308,0633182-06065043308,945,19.7,28.8,4.5,11,5.3,63.2,22.4,19.6,33.74627046,-116.9518713,6065
CA,Hemet,633182,6065043310,0633182-06065043310,513,16.2,36,6.6,10.2,8.4,65.3,21.9,18.6,33.74917173,-116.9346997,6065
CA,Hesperia,633434,6071010009,0633434-06071010009,316,9.9,43.8,11.1,9.5,10.7,76.2,15.4,12.5,34.43334393,-117.3958107,6071
CA,Huntington Beach,636000,6059099702,0636000-06059099702,360,11.5,35.2,7.9,9.1,7.5,69.4,15.1,13.1,33.73910494,-117.9962052,6059
CA,Huntington Beach,636000,6059099703,0636000-06059099703,583,10.1,19.5,3.9,8.8,2.8,61.2,13.9,12.7,33.73296687,-117.9940249,6059
CA,Indio,636448,6065045215,0636448-06065045215,537,8.9,32.6,7.8,9.1,6.3,69,14.3,12.8,33.71830754,-116.273156,6065
CA,Indio,636448,6065045226,0636448-06065045226,50,24.4,25.8,3.7,7.3,4.5,61,15.2,13.6,33.68931216,-116.2143528,6065
CA,Indio,636448,6065045606,0636448-06065045606,379,12.6,37,9,8.3,7.9,71.6,11.9,11.5,33.67822097,-116.2338311,6065
CA,Inglewood,636546,6037601501,0636546-06037601501,245,28.5,29.7,3.8,9.7,6.2,62.8,20.8,17.2,33.9444233,-118.3641053,6037
CA,Inglewood,636546,6037601700,0636546-06037601700,606,30.5,24.5,3.1,9.8,4.6,61,18.9,17.4,33.9346575,-118.3447095,6037
CA,Inglewood,636546,6037601802,0636546-06037601802,73,27.3,24.7,3.6,9.3,4.6,63.5,15.5,15.1,33.93993597,-118.3442249,6037
CA,Inglewood,636546,6037703002,0636546-06037703002,286,6.7,36.3,6.9,10.2,5.2,77.9,9.3,9.4,33.98134424,-118.3740121,6037
CA,Irvine,636770,6059052404,0636770-06059052404,549,17,13.3,1.8,6.9,1.4,56.1,12.1,10.7,33.67362397,-117.7200668,6059
CA,Lakewood,639892,6037571503,0639892-06037571503,864,11.3,31.2,6.1,8.3,5.4,72.9,11.4,9.8,33.85059372,-118.1659211,6037
CA,Lancaster,640130,6037900201,0640130-06037900201,52,21.7,25.6,4.4,8.8,5.4,63.8,15,14.6,34.67666374,-118.0066569,6037
CA,Lancaster,640130,6037901102,0640130-06037901102,772,10.9,25.5,5.4,9.7,4.5,66.6,15.1,13.3,34.66937869,-118.2111402,6037
CA,Livermore,641992,6001450752,0641992-06001450752,554,6.6,16.2,4.1,8.5,2,60.1,10.3,9.8,37.70742487,-121.8131969,6001
CA,Long Beach,643000,6037572800,0643000-06037572800,839,19.2,37.6,4.5,12,8.8,66.9,28,21.1,33.79529598,-118.2212087,6037
CA,Long Beach,643000,6037573403,0643000-06037573403,61,7,21.7,4.8,6.7,3.5,68.1,9.6,8.2,33.79694548,-118.15675,6037
CA,Long Beach,643000,6037574700,0643000-06037574700,117,9.2,51.9,11.2,7.3,14.6,78.9,12.4,8.3,33.77843583,-118.118648,6037
CA,Long Beach,643000,6037575500,0643000-06037575500,76,20.3,29.5,4.9,9.3,6.7,64.5,18.7,15.1,33.78651304,-118.2149668,6037
CA,Long Beach,643000,6037980033,0643000-06037980033,61,13.9,47.6,7.5,8.8,17.9,67.9,23.9,18.2,33.75910522,-118.2162199,6037
CA,Los Angeles,644000,6037980008,0644000-06037980008,145,27.8,23.8,4.2,9.7,4.7,61.4,18.3,15.7,34.2106323,-118.4906764,6037
CA,Los Angeles,644000,6037980010,0644000-06037980010,164,18.3,40.4,6.2,8.6,11.2,70.6,19.7,15.2,34.08003434,-118.2393369,6037
CA,Los Angeles,644000,6037980014,0644000-06037980014,239,13.1,41.2,8.2,9.5,12,69.7,20.5,14.6,33.78255861,-118.2383599,6037
CA,Los Angeles,644000,6037980015,0644000-06037980015,554,18.1,16.4,2.2,10.4,2.2,61.9,15.4,16.2,33.7765255,-118.2931756,6037
CA,Los Angeles,644000,6037980019,0644000-06037980019,173,4.5,26.2,8.6,7.6,4.9,72.2,6.1,7.3,34.09133501,-118.5481919,6037
CA,Los Angeles,644000,6037980024,0644000-06037980024,186,9.5,26.9,7,8.8,5.5,67.5,13.8,11.5,34.17667793,-118.488619,6037
CA,Manteca,645484,6077005119,0645484-06077005119,70,10.5,29.4,6.5,8.6,6.1,68.8,13.5,11.9,37.80803488,-121.2576548,6077
CA,Manteca,645484,6077005131,0645484-06077005131,174,17.3,28.7,5.5,9.9,6,64.7,19.6,16,37.82076903,-121.2139764,6077
CA,Menifee,646842,6065042716,0646842-06065042716,597,12.2,22.8,4.5,8.4,3.4,63.2,13.6,12.7,33.68842368,-117.2510409,6065
CA,Menifee,646842,6065043235,0646842-06065043235,253,8.4,29.3,6.8,8.8,5.3,67.1,13.8,12.5,33.63648262,-117.1265675,6065
CA,Menifee,646842,6065050700,0646842-06065050700,610,7.9,29.2,7.3,8.9,5.2,68.2,12.8,11.9,33.63788759,-117.1521305,6065
CA,Milpitas,647766,6085504417,0647766-06085504417,181,11,31.8,5.5,8,5.6,65,13,11.3,37.43438455,-121.8529792,6085
CA,Modesto,648354,6099000402,0648354-06099000402,235,9.9,30.6,7.6,9.6,6.3,68,14.9,13.1,37.69309952,-120.9436839,6099
CA,Modesto,648354,6099000501,0648354-06099000501,247,9.2,31.8,7,9,6.2,69.5,14.7,12.3,37.70410985,-121.0567654,6099
CA,Modesto,648354,6099002402,0648354-06099002402,236,32.4,28.7,3.6,10.6,5.8,60.3,22.7,21.5,37.60035242,-121.0140559,6099
CA,Modesto,648354,6099002501,0648354-06099002501,62,13.7,29.7,5.7,11.3,6,63.3,23.2,18.6,37.60125736,-120.9836384,6099
CA,Mountain View,649670,6085504601,0649670-06085504601,815,9.6,30.6,7.4,8.5,5.5,65.6,11.2,10.6,37.42738726,-122.0805178,6085
CA,Mountain View,649670,6085510001,0649670-06085510001,586,3.8,29.6,9.2,7.3,5,69.5,5.8,6.8,37.35989116,-122.06971,6085
CA,Murrieta,650076,6065051200,0650076-06065051200,403,10.8,30.9,6.8,9.2,6,66.6,16.4,14,33.52720437,-117.1911377,6065
CA,Newport Beach,651182,6059063008,0651182-06059063008,857,4.8,36.3,11.8,7.7,7.1,75.9,7.2,7.6,33.61493019,-117.8780202,6059
CA,Newport Beach,651182,6059063103,0651182-06059063103,956,5.8,32.7,9,8.4,6.2,71.1,10.2,10,33.6450205,-117.8973289,6059
CA,Newport Beach,651182,6059063601,0651182-06059063601,605,8.6,23.9,5.3,9.3,3.8,64,14,12.9,33.64551332,-117.9437114,6059
CA,Oakland,653000,6001982000,0653000-06001982000,71,8.6,23.3,5,8.6,3.8,61.7,13.3,10.9,37.79662438,-122.2928317,6001
CA,Oakland,653000,6001983200,0653000-06001983200,540,7.3,16.2,3.6,8.2,2,59.2,10.1,9.3,37.79559123,-122.2770567,6001
CA,Ontario,653896,6071000603,0653896-06071000603,651,15.1,26.3,5.2,9,4.3,67.8,14.4,12.8,34.03226736,-117.6724333,6071
CA,Ontario,653896,6071001703,0653896-06071001703,841,16.9,21.9,3.8,8.3,3.3,65.3,13.5,12.8,34.02482004,-117.6526739,6071
CA,Ontario,653896,6071001903,0653896-06071001903,369,13.7,20.6,4.4,8.2,3.4,64.2,12.8,11.9,33.98941917,-117.6052223,6071
CA,Orange,653980,6059021915,0653980-06059021915,123,6.8,30.2,8.5,7.9,5.7,70.9,8.8,9.1,33.83679682,-117.8331845,6059
CA,Orange,653980,6059021923,0653980-06059021923,222,7.6,16.9,3.5,7.2,2,62.4,9.8,9.2,33.82653555,-117.7537576,6059
CA,Orange,653980,6059075809,0653980-06059075809,104,6.4,32.7,9.7,7.5,6,73.9,7,7.9,33.81861844,-117.8216459,6059
CA,Orange,653980,6059075810,0653980-06059075810,340,7.4,28.7,7.3,8.1,5.1,69.2,9.9,10,33.80743396,-117.8170248,6059
CA,Oxnard,654652,6111003012,0654652-06111003012,321,31.2,39.7,5.7,9.5,10,64.4,20.9,19,34.23507567,-119.1801051,6111
CA,Oxnard,654652,6111005002,0654652-06111005002,347,27.8,32.9,4.6,10.9,7.8,59.7,25.8,21,34.22580877,-119.1480654,6111
CA,Palmdale,655156,6037910101,0655156-06037910101,858,26.5,26.9,3.8,10.7,5.6,63,20.7,18.6,34.58926344,-118.0469096,6037
CA,Palmdale,655156,6037910709,0655156-06037910709,924,14.3,30.1,6.8,9.9,6.5,67.8,16.3,13.8,34.53767649,-118.0608749,6037
CA,Palmdale,655156,6037980004,0655156-06037980004,169,17.1,20.9,3.7,10.3,3.4,60.7,20.2,16.4,34.63271767,-118.0908976,6037
CA,Pasadena,656000,6037460100,0656000-06037460100,287,5.8,28.5,8.8,8,5.6,72,8.5,8.3,34.18584146,-118.099923,6037
CA,Pasadena,656000,6037460401,0656000-06037460401,878,11.8,34.2,6.6,9.7,5.7,73.7,11.7,10.9,34.21723105,-118.1796164,6037
CA,Perris,656700,6065042719,0656700-06065042719,469,20.8,33,5,10.4,5.7,67.7,17.2,16.5,33.77865103,-117.2067549,6065
CA,Pomona,658072,6037402404,0658072-06037402404,536,9.9,5.3,0.8,9.6,0.4,57.8,8.9,13.5,34.05974227,-117.809722,6037
CA,Pomona,658072,6037403200,0658072-06037403200,391,19.1,42.5,6.5,11.6,12.3,66,30.2,22,34.03939118,-117.8126947,6037
CA,Pomona,658072,6037403321,0658072-06037403321,538,9.2,24.1,5.5,8.5,3.7,69,10.8,10,34.02317084,-117.7730774,6037
CA,Rancho Cucamonga,659451,6071009202,0659451-06071009202,115,10.1,27.5,6.1,9.3,4.7,68.2,15.1,13.2,34.16534001,-117.6297077,6071
CA,Redding,659920,6089011001,0659920-06089011001,205,6.5,32.9,8.7,9.9,6.5,66.2,14.1,12.3,40.52396291,-122.4223958,6089
CA,Redding,659920,6089011600,0659920-06089011600,801,9.9,31.4,7.4,10.3,6.9,62.3,18.8,15.2,40.63110764,-122.4071073,6089
CA,Redding,659920,6089011803,0659920-06089011803,219,8.4,41.3,10.2,10,9.9,68.8,16.7,13.5,40.66664885,-122.3306343,6089
CA,Redlands,659962,6071007200,0659962-06071007200,60,21.1,25.8,4.7,8,5.3,63.7,18.9,14.6,34.06998315,-117.249041,6071
CA,Redlands,659962,6071007302,0659962-06071007302,100,9.6,20.9,5,8.4,3.5,66.6,10.4,10.9,34.01289291,-117.2015478,6071
CA,Redlands,659962,6071008601,0659962-06071008601,56,6.1,56.1,22.1,8.1,17.3,88.4,4,7.2,34.05168889,-117.137702,6071
CA,Redlands,659962,6071008602,0659962-06071008602,50,9.7,33,8.1,9,6.6,71.8,13.6,11.8,34.07671653,-117.0956452,6071
CA,Redlands,659962,6071008706,0659962-06071008706,79,6.5,34.7,9.1,8.6,7.3,73,13.4,11.1,34.0389831,-117.1360516,6071
CA,Redwood City,660102,6081609603,0660102-06081609603,196,5.2,29.5,8.4,8.1,4.8,68.3,8,8.5,37.48440627,-122.2593049,6081
CA,Redwood City,660102,6081609700,0660102-06081609700,684,4.9,30,8.7,8,4.9,69.2,7.6,8.1,37.46569299,-122.2753196,6081
CA,Rialto,660466,6071003403,0660466-06071003403,933,23,26.2,4.6,9.2,4.7,66,15.2,14.9,34.08860342,-117.4030502,6071
CA,Rialto,660466,6071003606,0660466-06071003606,721,26.2,30,4.3,10.1,5.7,66,19.4,17.8,34.07340561,-117.3866273,6071
CA,Rialto,660466,6071003611,0660466-06071003611,480,21.3,26.3,4.2,8.5,4.5,66.1,14.2,13.9,34.08411338,-117.362694,6071
CA,Rialto,660466,6071004003,0660466-06071004003,97,18.7,32.8,6.4,10.3,7.3,67,21.1,17,34.04413166,-117.3772766,6071
CA,Rialto,660466,6071004004,0660466-06071004004,86,19.3,24.6,4.4,9.7,4.4,64.8,16.4,15.6,34.05290109,-117.3696881,6071
CA,Rialto,660466,6071004302,0660466-06071004302,390,21.8,55.1,13.4,10.6,17.8,79.4,17.1,14.6,34.11810448,-117.3458773,6071
CA,Richmond,660620,6013356002,0660620-06013356002,875,7.6,26,5.4,8,3.7,69.7,9.5,9,37.95942985,-122.2522966,6013
CA,Richmond,660620,6013367200,0660620-06013367200,279,16.1,35.5,5.7,11.4,6.5,70.5,17.2,15.2,37.96800164,-122.3261272,6013
CA,Richmond,660620,6013386000,0660620-06013386000,121,11.8,26,4.6,9.8,3.7,68.1,12.1,12.1,37.92124337,-122.3217484,6013
CA,Riverside,662000,6065041409,0662000-06065041409,786,9.7,28,6.1,8.2,4.6,68.2,11.6,11.1,33.88806662,-117.4675014,6065
CA,Riverside,662000,6065041412,0662000-06065041412,582,8.7,53.4,15.2,8.9,13.9,81.5,10.9,10.2,33.88809303,-117.4986353,6065
CA,Riverside,662000,6065042003,0662000-06065042003,741,11.5,24.5,4.2,8.1,3.3,65.5,13.8,12,33.87675383,-117.3438855,6065
CA,Riverside,662000,6065042214,0662000-06065042214,734,10.1,29.1,6.9,8.6,5.5,67.9,12.8,12.1,33.99550524,-117.3180352,6065
CA,Roseville,662938,6061020605,0662938-06061020605,902,5.6,26.4,6.7,8.7,4.2,66.4,10.7,10,38.73139647,-121.215597,6061
CA,Sacramento,664000,6067004402,0664000-06067004402,988,24.8,33.7,4.2,12.2,6.5,63.7,23.1,20.2,38.53316773,-121.4629553,6067
CA,Sacramento,664000,6067004502,0664000-06067004502,976,19.2,41.1,7.9,11.5,9.9,68.7,19.5,16.9,38.49856567,-121.4661865,6067
CA,Sacramento,664000,6067004601,0664000-06067004601,617,25.1,27.3,2.9,11.9,4.2,61.1,22.1,20.3,38.5141463,-121.4403361,6067
CA,Sacramento,664000,6067004701,0664000-06067004701,395,25.1,25.8,2.9,12.1,3.7,61.5,21.1,19.2,38.50502367,-121.4350723,6067
CA,Sacramento,664000,6067004802,0664000-06067004802,813,18,34.3,5.3,10.8,6,67.4,18.3,15.7,38.50178425,-121.4125106,6067
CA,Sacramento,664000,6067005901,0664000-06067005901,58,7.9,30.8,7.6,11.4,5.4,69.1,12.6,12.6,38.64289871,-121.3653687,6067
CA,Salinas,664224,6053000101,0664224-06053000101,65,18.2,29.6,6.7,9.1,6,64,15.2,13.4,36.72271801,-121.6336318,6053
CA,San Bernardino,665000,6071003803,0665000-06071003803,371,22.5,26.4,4.2,8.9,4.5,66.7,14.3,14.2,34.1094175,-117.3551062,6071
CA,San Bernardino,665000,6071004104,0665000-06071004104,652,32.2,29.9,3.7,10.4,6.1,63.7,22,20,34.15323791,-117.3283679,6071
CA,San Bernardino,665000,6071006402,0665000-06071006402,769,24.9,31,3.5,13.3,5.1,67.8,25.4,22.9,34.11663109,-117.255458,6071
CA,San Bernardino,665000,6071007409,0665000-06071007409,487,16,33.1,6.5,9.7,6.6,70.4,16.6,14.1,34.12642445,-117.2117289,6071
CA,San Bernardino,665000,6071007601,0665000-06071007601,56,28.1,24.4,2.3,10.5,4,60.3,25.2,21.5,34.10916882,-117.2359927,6071
CA,San Bernardino,665000,6071010802,0665000-06071010802,496,12.1,31.8,6.9,8.9,6.3,70.2,14.6,12.8,34.20062744,-117.3110374,6071
CA,San Bernardino,665000,6071011002,0665000-06071011002,565,10.5,35.7,9.2,9.4,7.7,73.5,13.3,12.1,34.16724449,-117.2453671,6071
CA,San Buenaventura (Ventura),665042,6111001302,0665042-06111001302,736,12.4,52.8,14.3,9.6,14.5,78.7,12.8,11.6,34.28898131,-119.1500329,6111
CA,San Diego,666000,6073005500,0666000-06073005500,198,12.5,13.7,2.1,8.1,2,58.6,13.2,13.2,32.72412154,-117.1468406,6073
CA,San Diego,666000,6073006200,0666000-06073006200,144,9,38.2,8.4,8.6,8.2,70.3,16.9,12.5,32.73172841,-117.1904451,6073
CA,San Diego,666000,6073009901,0666000-06073009901,626,19.3,18.8,1.2,8.8,2.2,52.9,26.2,22.3,32.68867249,-117.2457399,6073
CA,San Diego,666000,6073017006,0666000-06073017006,649,5.9,34.5,11,8,6.3,75.3,7.8,8,33.01596018,-117.0570188,6073
CA,San Diego,666000,6073017306,0666000-06073017306,423,4,33.3,9.9,8.1,5.6,74.4,7.6,8,32.98295889,-117.244131,6073
CA,San Diego,666000,6073020710,0666000-06073020710,131,12.3,17.4,3.5,6.8,2.1,63.7,6.6,8.4,33.07645083,-117.0132023,6073
CA,San Francisco,667000,6075980200,0667000-06075980200,320,7,43.1,11,6.7,10.6,76.6,9.7,7.4,37.7869666,-122.5015029,6075
CA,San Francisco,667000,6075980300,0667000-06075980300,171,4.3,15.7,3.8,7.1,1.9,61.7,7.1,7.7,37.76891728,-122.4839211,6075
CA,San Francisco,667000,6075980501,0667000-06075980501,797,20.8,42.1,6.7,8.6,10.6,72.8,17.7,14.2,37.7179375,-122.4186941,6075
CA,San Francisco,667000,6075980600,0667000-06075980600,467,13.8,36.3,4.9,10.4,5.7,71.8,18.2,14.3,37.72250664,-122.3677753,6075
CA,San Francisco,667000,6075980900,0667000-06075980900,350,8.8,20.9,3.9,7.9,2.8,62.2,13.1,10.8,37.74561131,-122.3894856,6075
CA,San Jose,668000,6085502001,0668000-06085502001,745,14.3,29.7,6.3,8.4,5.8,63.4,12.7,11.5,37.32344788,-121.9360522,6085
CA,San Jose,668000,6085502603,0668000-06085502603,80,7,25.7,6,7.3,3.9,64,9.1,8.5,37.28094169,-121.9287566,6085
CA,San Jose,668000,6085502604,0668000-06085502604,790,7.6,20.9,4.6,7.9,2.7,60.9,9.3,9.3,37.28069091,-121.9334305,6085
CA,San Jose,668000,6085504101,0668000-06085504101,815,17.7,18,2.5,9,2.6,57.5,12.8,14.2,37.36966896,-121.8184057,6085
CA,San Jose,668000,6085504201,0668000-06085504201,745,9.4,25.6,5.8,7.6,4,63.4,10.1,9.4,37.38727584,-121.821726,6085
CA,San Jose,668000,6085504417,0668000-06085504417,79,11.5,28.1,4.9,8.4,5.1,63.1,13.1,12.2,37.42224934,-121.8465917,6085
CA,San Jose,668000,6085505900,0668000-06085505900,429,7.1,27.8,7.6,7.6,5.1,65.3,9.1,8.9,37.32823393,-121.9538301,6085
CA,San Jose,668000,6085506701,0668000-06085506701,725,6.5,24.4,6.2,8,3.7,63.7,9.4,9.1,37.27030249,-121.9856435,6085
CA,San Jose,668000,6085507807,0668000-06085507807,210,5.7,17.3,3.5,5.7,1.9,62.6,6.2,6.4,37.31053816,-122.0333917,6085
CA,San Jose,668000,6085512100,0668000-06085512100,230,15,25.7,5.2,7.8,4.5,60.8,11.5,10.7,37.18988809,-121.7392873,6085
CA,San Leandro,668084,6001433800,0668084-06001433800,109,15.3,26.8,3.9,9.5,3.9,64.4,16.3,13.4,37.69893838,-122.1258149,6001
CA,San Marcos,668196,6073019208,0668196-06073019208,73,8.9,27.8,6.4,8.6,4.4,68.1,12,11.1,33.1855337,-117.1573658,6073
CA,San Marcos,668196,6073020013,0668196-06073020013,332,5.3,28.8,7.4,7.9,4.5,70.1,9.8,8.9,33.1214801,-117.2275614,6073
CA,San Marcos,668196,6073020309,0668196-06073020309,384,15,25.1,4.5,8.3,4,65,14.5,12.7,33.13305597,-117.1162272,6073
CA,San Mateo,668252,6081606900,0668252-06081606900,95,5.4,25.3,6.9,7.9,3.9,65.3,9,8.7,37.51751464,-122.3375788,6081
CA,San Ramon,668378,6013345105,0668378-06013345105,55,6.5,22.3,5.4,8.3,3.7,65.2,10.2,9.5,37.78007568,-121.9717816,6013
CA,Santa Ana,669000,6059075504,0669000-06059075504,562,15.8,18.4,3,8.1,2.2,61.2,12.2,12.1,33.75457757,-117.832636,6059
CA,Santa Ana,669000,6059075806,0669000-06059075806,457,15,32.1,7.1,8.8,6.5,68.5,13.2,12.4,33.77512036,-117.8412378,6059
CA,Santa Ana,669000,6059075902,0669000-06059075902,751,12.9,22.2,4.3,8.5,3.6,62.4,13.1,12.8,33.77458899,-117.8502962,6059
CA,Santa Ana,669000,6059076000,0669000-06059076000,332,12,36,11,7.2,8.9,72.8,9.8,9.2,33.77530794,-117.8677776,6059
CA,Santa Barbara,669070,6083000103,0669070-06083000103,433,5.1,30.2,9.4,8.5,5.8,70.3,9.3,9.2,34.45712583,-119.7360378,6083
CA,Santa Barbara,669070,6083001402,0669070-06083001402,145,5.6,31.5,10.5,8,6.2,71.9,7.7,8.1,34.42130082,-119.6469344,6083
CA,Santa Barbara,669070,6083003007,0669070-06083003007,333,5.1,49.5,21.5,6.4,13.1,87.2,2.2,4.2,34.42453042,-119.7526153,6083
CA,Santa Clarita,669088,6037920032,0669088-06037920032,367,7.3,24.3,6.5,8.7,4.5,67.8,11.4,10.6,34.45403486,-118.4933588,6037
CA,Santa Clarita,669088,6037920043,0669088-06037920043,532,6.4,25.5,7.3,8.8,4.8,69.1,10.3,10.2,34.39063057,-118.4380463,6037
CA,Santa Maria,669196,6083002013,0669196-06083002013,147,16.3,8.3,1,5.6,0.7,51.3,8.8,9.1,34.88154937,-120.4499589,6083
CA,Stockton,675000,6077002402,0675000-06077002402,991,28.4,31.1,4.4,10.2,6.6,65.6,19.5,17.7,37.91673958,-121.283675,6077
CA,Stockton,675000,6077003700,0675000-06077003700,127,27.8,27.1,4.3,8.9,5.9,62,19.1,16.4,37.91924818,-121.2114493,6077
CA,Stockton,675000,6077003803,0675000-06077003803,761,19,28,3.8,9.8,4.6,67.3,18.8,15.3,37.89438693,-121.2539929,6077
CA,Sunnyvale,677000,6085508101,0677000-06085508101,447,5.1,26.5,7,6.4,4.2,67.2,6.5,6.6,37.33549548,-122.018331,6085
CA,Temecula,678120,6065043247,0678120-06065043247,365,9.1,25.6,5.3,8.8,3.8,65.8,14.2,12.5,33.54542774,-117.0955945,6065
CA,Temecula,678120,6065050500,0678120-06065050500,668,12.9,22.3,3.8,8.6,3.1,62.9,14.7,13.6,33.54437639,-117.1534058,6065
CA,Turlock,680812,6099003603,0680812-06099003603,125,12.6,34.7,7.6,10.2,8.2,67.7,18.2,15.7,37.50218014,-120.8881015,6099
CA,Tustin,680854,6059075403,0680854-06059075403,280,15.6,27.3,5.6,9.1,4.4,66.2,14,12.9,33.74289023,-117.8350836,6059
CA,Tustin,680854,6059075603,0680854-06059075603,122,10,20.4,4,7.6,2.7,64.2,10.1,10.3,33.74853136,-117.8081787,6059
CA,Vallejo,681666,6095252104,0681666-06095252104,626,7.1,28.3,5.4,7.8,3.9,69,9.6,8.8,38.09757361,-122.1895861,6095
CA,Victorville,682590,6071009117,0682590-06071009117,92,17.9,34,6,10.7,7.7,66.5,24,18.9,34.6106015,-117.3622369,6071
CA,Victorville,682590,6071009119,0682590-06071009119,241,15.5,22.3,4,8.7,3.2,65.8,13.5,12.9,34.45488274,-117.4046798,6071
CA,Victorville,682590,6071010004,0682590-06071010004,217,10.4,53,22.3,7.4,15.1,88,3.7,6.2,34.47526652,-117.2646982,6071
CA,Victorville,682590,6071012101,0682590-06071012101,681,11.4,38.7,9.6,9.8,8.4,76.3,12.4,12,34.56666212,-117.2894879,6071
CA,Vista,682996,6073019208,0682996-06073019208,500,8.3,29.8,7.3,8.6,5,69.5,12.2,10.9,33.20470092,-117.1988736,6073
CA,Vista,682996,6073019805,0682996-06073019805,277,9.6,49.3,14.4,9.2,12,80.1,10.8,10.4,33.18411584,-117.2821628,6073
CA,Vista,682996,6073019903,0682996-06073019903,162,8.6,30.3,7.4,9.1,5.4,69,13.1,11.9,33.18850584,-117.2115859,6073
CA,Vista,682996,6073020019,0682996-06073020019,325,12.4,21.2,3.8,9.3,2.9,64.1,15.2,13.4,33.13473778,-117.2239729,6073
CA,West Covina,684200,6037403500,0684200-06037403500,429,12.2,38.3,14.3,7.1,9.4,79.5,5.3,6.7,34.0691433,-117.8661444,6037
CA,West Covina,684200,6037403600,0684200-06037403600,960,14.3,20.9,4.9,8.2,3.6,66,9.9,10.4,34.07264413,-117.8719262,6037
CA,West Covina,684200,6037405400,0684200-06037405400,150,17.5,37.1,10.6,8.1,8.8,76.4,9,9.3,34.08753381,-117.9351007,6037
CA,West Covina,684200,6037406901,0684200-06037406901,806,20.8,26.9,5,8.4,5.3,66.5,13.4,12.7,34.06366019,-117.963404,6037
CA,West Covina,684200,6037406902,0684200-06037406902,717,18.9,25.9,5.3,8.3,5,67.3,12.4,11.7,34.06084862,-117.9600149,6037
CA,West Covina,684200,6037408141,0684200-06037408141,539,20.3,22.4,3.6,8.6,3.6,64.8,14.4,12.8,34.00592102,-117.8891181,6037
CA,Westminster,684550,6059088901,0684550-06059088901,399,13.6,38.3,6.4,6.9,8.1,72.9,13.4,10.5,33.75398306,-117.9625311,6059
CA,Westminster,684550,6059099203,0684550-06059099203,166,14.6,27.6,3.8,6.8,4.4,67.4,14.2,10.9,33.74378732,-117.9455366,6059
CA,Whittier,685292,6037501002,0685292-06037501002,638,16.2,22.3,4.8,8,3.9,65.9,10.3,10.7,33.98674215,-118.0631419,6037
CO,Arvada,803455,8059009843,0803455-08059009843,686,6.7,22.3,6.2,8.6,3.4,57.8,11.4,9.1,39.81111921,-105.2079555,8059
CO,Aurora,804000,8001008100,0804000-08001008100,854,13.8,25.9,6.4,9,6.8,59.9,13.3,11,39.74701004,-104.837016,8001
CO,Aurora,804000,8005006854,0804000-08005006854,918,9.3,21.9,5.5,8.6,3.2,62.4,11.8,9.8,39.64936021,-104.8781823,8005
CO,Aurora,804000,8005006855,0804000-08005006855,185,5,35.7,10.3,8.6,6.7,72.3,10.2,8.6,39.59812127,-104.8195309,8005
CO,Aurora,804000,8005081700,0804000-08005081700,524,6.9,28.9,8,8.5,4.9,67.4,11.2,9.1,39.62757689,-104.8049717,8005
CO,Aurora,804000,8005085900,0804000-08005085900,59,7.7,34.2,10.3,8.7,6.9,70.6,12.1,9.3,39.63731562,-104.7550304,8005
CO,Aurora,804000,8005086300,0804000-08005086300,630,10.5,14.1,2.7,8.8,1.5,56,14.3,11.4,39.59102923,-104.8055089,8005
CO,Aurora,804000,8035013901,0804000-08035013901,117,7.5,22.6,6.1,9.2,3.5,61.2,13.7,10.2,39.55958232,-104.7330539,8035
