Place_TractID,StateAbbr,PlaceName,city_state,PlaceFIPS,TractFIPS,CountyFIPS,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max
0643000-06037575500,CA,Long Beach,Long Beach_CA,643000,6037575500,6037,276.0,0,8.0,59.4,,,
0643000-06037980033,CA,Long Beach,Long Beach_CA,643000,6037980033,6037,276.0,0,8.0,59.4,,,
0644000-06037980008,CA,Los Angeles,Los Angeles_CA,644000,6037980008,6037,265.0,0,1.0,37.5,0.0,14.0,0.086
0644000-06037980010,CA,Los Angeles,Los Angeles_CA,644000,6037980010,6037,265.0,0,1.0,37.5,0.0,14.0,0.086
0644000-06037980014,CA,Los Angeles,Los Angeles_CA,644000,6037980014,6037,276.0,0,8.0,59.4,,,
0644000-06037980015,CA,Los Angeles,Los Angeles_CA,644000,6037980015,6037,275.0,0,4.0,55.3,,,
0644000-06037980019,CA,Los Angeles,Los Angeles_CA,644000,6037980019,6037,265.0,0,1.0,37.5,0.0,14.0,0.086
0644000-06037980024,CA,Los Angeles,Los Angeles_CA,644000,6037980024,6037,265.0,0,1.0,37.5,0.0,14.0,0.086
0645484-06077005119,CA,Manteca,Manteca_CA,645484,6077005119,6077,384.0,0,9.0,50.0,,,
0645484-06077005131,CA,Manteca,Manteca_CA,645484,6077005131,6077,384.0,0,9.0,50.0,,,
0646842-06065042716,CA,Menifee,Menifee_CA,646842,6065042716,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0646842-06065043235,CA,Menifee,Menifee_CA,646842,6065043235,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0646842-06065050700,CA,Menifee,Menifee_CA,646842,6065050700,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0647766-06085504417,CA,Milpitas,Milpitas_CA,647766,6085504417,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0648354-06099000402,CA,Modesto,Modesto_CA,648354,6099000402,6099,440.0,0,25.0,74.5,0.0,21.0,0.098
0648354-06099000501,CA,Modesto,Modesto_CA,648354,6099000501,6099,440.0,0,25.0,74.5,0.0,21.0,0.098
0648354-06099002402,CA,Modesto,Modesto_CA,648354,6099002402,6099,440.0,0,25.0,74.5,0.0,21.0,0.098
0648354-06099002501,CA,Modesto,Modesto_CA,648354,6099002501,6099,440.0,0,25.0,74.5,0.0,21.0,0.098
0649670-06085504601,CA,Mountain View,Mountain View_CA,649670,6085504601,6085,397.0,0,6.0,60.8,0.0,2.0,0.086
0649670-06085510001,CA,Mountain View,Mountain View_CA,649670,6085510001,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0650076-06065051200,CA,Murrieta,Murrieta_CA,650076,6065051200,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0651182-06059063008,CA,Newport Beach,Newport Beach_CA,651182,6059063008,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0651182-06059063103,CA,Newport Beach,Newport Beach_CA,651182,6059063103,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0651182-06059063601,CA,Newport Beach,Newport Beach_CA,651182,6059063601,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0653000-06001982000,CA,Oakland,Oakland_CA,653000,6001982000,6001,169.0,0,7.0,56.0,0.0,0.0,0.068
0653000-06001983200,CA,Oakland,Oakland_CA,653000,6001983200,6001,170.0,0,8.0,70.8,,,
0653896-06071000603,CA,Ontario,Ontario_CA,653896,6071000603,6071,355.0,0,7.0,51.3,,,
0653896-06071001703,CA,Ontario,Ontario_CA,653896,6071001703,6071,355.0,0,7.0,51.3,,,
0653896-06071001903,CA,Ontario,Ontario_CA,653896,6071001903,6071,355.0,0,7.0,51.3,,,
0653980-06059021915,CA,Orange,Orange_CA,653980,6059021915,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0653980-06059021923,CA,Orange,Orange_CA,653980,6059021923,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0653980-06059075809,CA,Orange,Orange_CA,653980,6059075809,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0653980-06059075810,CA,Orange,Orange_CA,653980,6059075810,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0654652-06111003012,CA,Oxnard,Oxnard_CA,654652,6111003012,6111,400.0,0,13.0,231.6,0.0,0.0,0.07
0654652-06111005002,CA,Oxnard,Oxnard_CA,654652,6111005002,6111,400.0,0,13.0,231.6,0.0,0.0,0.07
0655156-06037910101,CA,Palmdale,Palmdale_CA,655156,6037910101,6037,281.0,0,0.0,26.6,0.0,43.0,0.087
0655156-06037910709,CA,Palmdale,Palmdale_CA,655156,6037910709,6037,281.0,0,0.0,26.6,0.0,43.0,0.087
0655156-06037980004,CA,Palmdale,Palmdale_CA,655156,6037980004,6037,281.0,0,0.0,26.6,0.0,43.0,0.087
0656000-06037460100,CA,Pasadena,Pasadena_CA,656000,6037460100,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0656000-06037460401,CA,Pasadena,Pasadena_CA,656000,6037460401,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0656700-06065042719,CA,Perris,Perris_CA,656700,6065042719,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0658072-06037402404,CA,Pomona,Pomona_CA,658072,6037402404,6037,355.0,0,7.0,51.3,,,
0658072-06037403200,CA,Pomona,Pomona_CA,658072,6037403200,6037,355.0,0,7.0,51.3,,,
0658072-06037403321,CA,Pomona,Pomona_CA,658072,6037403321,6037,355.0,0,7.0,51.3,,,
0659451-06071009202,CA,Rancho Cucamonga,Rancho Cucamonga_CA,659451,6071009202,6071,361.0,0,1.0,39.2,0.0,49.0,0.118
0659920-06089011001,CA,Redding,Redding_CA,659920,6089011001,6089,424.0,0,1.0,67.3,0.0,3.0,0.075
0659920-06089011600,CA,Redding,Redding_CA,659920,6089011600,6089,424.0,0,1.0,67.3,0.0,3.0,0.075
0659920-06089011803,CA,Redding,Redding_CA,659920,6089011803,6089,424.0,0,1.0,67.3,0.0,3.0,0.075
0659962-06071007200,CA,Redlands,Redlands_CA,659962,6071007200,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0659962-06071007302,CA,Redlands,Redlands_CA,659962,6071007302,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0659962-06071008601,CA,Redlands,Redlands_CA,659962,6071008601,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0659962-06071008602,CA,Redlands,Redlands_CA,659962,6071008602,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0659962-06071008706,CA,Redlands,Redlands_CA,659962,6071008706,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0660102-06081609603,CA,Redwood City,Redwood City_CA,660102,6081609603,6081,397.0,0,6.0,60.8,0.0,2.0,0.086
0660102-06081609700,CA,Redwood City,Redwood City_CA,660102,6081609700,6081,397.0,0,6.0,60.8,0.0,2.0,0.086
0660466-06071003403,CA,Rialto,Rialto_CA,660466,6071003403,6071,361.0,0,1.0,39.2,0.0,49.0,0.118
0660466-06071003606,CA,Rialto,Rialto_CA,660466,6071003606,6071,361.0,0,1.0,39.2,0.0,49.0,0.118
0660466-06071003611,CA,Rialto,Rialto_CA,660466,6071003611,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0660466-06071004003,CA,Rialto,Rialto_CA,660466,6071004003,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0660466-06071004004,CA,Rialto,Rialto_CA,660466,6071004004,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0660466-06071004302,CA,Rialto,Rialto_CA,660466,6071004302,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0660620-06013356002,CA,Richmond,Richmond_CA,660620,6013356002,6013,431.0,0,9.0,98.8,0.0,2.0,0.088
0660620-06013367200,CA,Richmond,Richmond_CA,660620,6013367200,6013,431.0,0,9.0,98.8,0.0,2.0,0.088
0660620-06013386000,CA,Richmond,Richmond_CA,660620,6013386000,6013,169.0,0,7.0,56.0,0.0,0.0,0.068
0662000-06065041409,CA,Riverside,Riverside_CA,662000,6065041409,6065,355.0,0,7.0,51.3,,,
0662000-06065041412,CA,Riverside,Riverside_CA,662000,6065041412,6065,355.0,0,7.0,51.3,,,
0662000-06065042003,CA,Riverside,Riverside_CA,662000,6065042003,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0662000-06065042214,CA,Riverside,Riverside_CA,662000,6065042214,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0662938-06061020605,CA,Roseville,Roseville_CA,662938,6061020605,6061,315.0,0,0.0,28.2,0.0,9.0,0.088
0664000-06067004402,CA,Sacramento,Sacramento_CA,664000,6067004402,6067,341.0,0,2.0,44.5,0.0,3.0,0.077
0664000-06067004502,CA,Sacramento,Sacramento_CA,664000,6067004502,6067,341.0,0,2.0,44.5,0.0,3.0,0.077
0664000-06067004601,CA,Sacramento,Sacramento_CA,664000,6067004601,6067,341.0,0,2.0,44.5,0.0,3.0,0.077
0664000-06067004701,CA,Sacramento,Sacramento_CA,664000,6067004701,6067,341.0,0,2.0,44.5,0.0,3.0,0.077
0664000-06067004802,CA,Sacramento,Sacramento_CA,664000,6067004802,6067,341.0,0,2.0,44.5,0.0,3.0,0.077
0664000-06067005901,CA,Sacramento,Sacramento_CA,664000,6067005901,6067,345.0,0,2.0,46.9,,,
0664224-06053000101,CA,Salinas,Salinas_CA,664224,6053000101,6053,304.0,0,1.0,42.2,0.0,0.0,0.07
0665000-06071003803,CA,San Bernardino,San Bernardino_CA,665000,6071003803,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071004104,CA,San Bernardino,San Bernardino_CA,665000,6071004104,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071006402,CA,San Bernardino,San Bernardino_CA,665000,6071006402,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071007409,CA,San Bernardino,San Bernardino_CA,665000,6071007409,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071007601,CA,San Bernardino,San Bernardino_CA,665000,6071007601,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071010802,CA,San Bernardino,San Bernardino_CA,665000,6071010802,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665000-06071011002,CA,San Bernardino,San Bernardino_CA,665000,6071011002,6071,366.0,0,1.0,38.2,0.0,112.0,0.136
0665042-06111001302,CA,San Buenaventura (Ventura),San Buenaventura (Ventura)_CA,665042,6111001302,6111,400.0,0,13.0,231.6,0.0,0.0,0.07
0666000-06073005500,CA,San Diego,San Diego_CA,666000,6073005500,6073,369.0,0,1.0,42.7,0.0,1.0,0.074
0666000-06073006200,CA,San Diego,San Diego_CA,666000,6073006200,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0666000-06073009901,CA,San Diego,San Diego_CA,666000,6073009901,6073,369.0,0,1.0,42.7,0.0,1.0,0.074
0666000-06073017006,CA,San Diego,San Diego_CA,666000,6073017006,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0666000-06073017306,CA,San Diego,San Diego_CA,666000,6073017306,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0666000-06073020710,CA,San Diego,San Diego_CA,666000,6073020710,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0667000-06075980200,CA,San Francisco,San Francisco_CA,667000,6075980200,6075,382.0,0,7.0,49.9,0.0,0.0,0.054
0667000-06075980300,CA,San Francisco,San Francisco_CA,667000,6075980300,6075,382.0,0,7.0,49.9,0.0,0.0,0.054
0667000-06075980501,CA,San Francisco,San Francisco_CA,667000,6075980501,6075,382.0,0,7.0,49.9,0.0,0.0,0.054
0667000-06075980600,CA,San Francisco,San Francisco_CA,667000,6075980600,6075,382.0,0,7.0,49.9,0.0,0.0,0.054
0667000-06075980900,CA,San Francisco,San Francisco_CA,667000,6075980900,6075,382.0,0,7.0,49.9,0.0,0.0,0.054
0668000-06085502001,CA,San Jose,San Jose_CA,668000,6085502001,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085502603,CA,San Jose,San Jose_CA,668000,6085502603,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085502604,CA,San Jose,San Jose_CA,668000,6085502604,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085504101,CA,San Jose,San Jose_CA,668000,6085504101,6085,418.0,0,8.0,48.4,,,
0668000-06085504201,CA,San Jose,San Jose_CA,668000,6085504201,6085,418.0,0,8.0,48.4,,,
0668000-06085504417,CA,San Jose,San Jose_CA,668000,6085504417,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085505900,CA,San Jose,San Jose_CA,668000,6085505900,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085506701,CA,San Jose,San Jose_CA,668000,6085506701,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085507807,CA,San Jose,San Jose_CA,668000,6085507807,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0668000-06085512100,CA,San Jose,San Jose_CA,668000,6085512100,6085,418.0,0,8.0,48.4,,,
0668084-06001433800,CA,San Leandro,San Leandro_CA,668084,6001433800,6001,168.0,0,7.0,70.2,0.0,2.0,0.1
0668196-06073019208,CA,San Marcos,San Marcos_CA,668196,6073019208,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0668196-06073020013,CA,San Marcos,San Marcos_CA,668196,6073020013,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0668196-06073020309,CA,San Marcos,San Marcos_CA,668196,6073020309,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0668252-06081606900,CA,San Mateo,San Mateo_CA,668252,6081606900,6081,397.0,0,6.0,60.8,0.0,2.0,0.086
0668378-06013345105,CA,San Ramon,San Ramon_CA,668378,6013345105,6013,168.0,0,7.0,70.2,0.0,2.0,0.1
0669000-06059075504,CA,Santa Ana,Santa Ana_CA,669000,6059075504,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0669000-06059075806,CA,Santa Ana,Santa Ana_CA,669000,6059075806,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0669000-06059075902,CA,Santa Ana,Santa Ana_CA,669000,6059075902,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0669000-06059076000,CA,Santa Ana,Santa Ana_CA,669000,6059076000,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0669070-06083000103,CA,Santa Barbara,Santa Barbara_CA,669070,6083000103,6083,400.0,0,13.0,231.6,0.0,0.0,0.07
0669070-06083001402,CA,Santa Barbara,Santa Barbara_CA,669070,6083001402,6083,400.0,0,13.0,231.6,0.0,0.0,0.07
0669070-06083003007,CA,Santa Barbara,Santa Barbara_CA,669070,6083003007,6083,400.0,0,13.0,231.6,0.0,0.0,0.07
0669088-06037920032,CA,Santa Clarita,Santa Clarita_CA,669088,6037920032,6037,281.0,0,0.0,26.6,0.0,43.0,0.087
0669088-06037920043,CA,Santa Clarita,Santa Clarita_CA,669088,6037920043,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0669196-06083002013,CA,Santa Maria,Santa Maria_CA,669196,6083002013,6083,401.0,0,0.0,19.9,0.0,0.0,0.063
0675000-06077002402,CA,Stockton,Stockton_CA,675000,6077002402,6077,383.0,0,21.0,51.5,0.0,2.0,0.079
0675000-06077003700,CA,Stockton,Stockton_CA,675000,6077003700,6077,383.0,0,21.0,51.5,0.0,2.0,0.079
0675000-06077003803,CA,Stockton,Stockton_CA,675000,6077003803,6077,383.0,0,21.0,51.5,0.0,2.0,0.079
0677000-06085508101,CA,Sunnyvale,Sunnyvale_CA,677000,6085508101,6085,417.0,0,6.0,49.7,0.0,4.0,0.098
0678120-06065043247,CA,Temecula,Temecula_CA,678120,6065043247,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0678120-06065050500,CA,Temecula,Temecula_CA,678120,6065050500,6065,366.0,0,1.0,38.2,0.0,112.0,0.136
0680812-06099003603,CA,Turlock,Turlock_CA,680812,6099003603,6099,441.0,0,29.0,72.3,0.0,31.0,0.099
0680854-06059075403,CA,Tustin,Tustin_CA,680854,6059075403,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0680854-06059075603,CA,Tustin,Tustin_CA,680854,6059075603,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0681666-06095252104,CA,Vallejo,Vallejo_CA,681666,6095252104,6095,431.0,0,9.0,98.8,0.0,2.0,0.088
0682590-06071009117,CA,Victorville,Victorville_CA,682590,6071009117,6071,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071009119,CA,Victorville,Victorville_CA,682590,6071009119,6071,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071010004,CA,Victorville,Victorville_CA,682590,6071010004,6071,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071012101,CA,Victorville,Victorville_CA,682590,6071012101,6071,356.0,0,0.0,29.3,0.0,17.0,0.081
0682996-06073019208,CA,Vista,Vista_CA,682996,6073019208,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073019805,CA,Vista,Vista_CA,682996,6073019805,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073019903,CA,Vista,Vista_CA,682996,6073019903,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073020019,CA,Vista,Vista_CA,682996,6073020019,6073,376.0,0,0.0,27.4,0.0,6.0,0.083
0684200-06037403500,CA,West Covina,West Covina_CA,684200,6037403500,6037,355.0,0,7.0,51.3,,,
0684200-06037403600,CA,West Covina,West Covina_CA,684200,6037403600,6037,355.0,0,7.0,51.3,,,
0684200-06037405400,CA,West Covina,West Covina_CA,684200,6037405400,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037406901,CA,West Covina,West Covina_CA,684200,6037406901,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037406902,CA,West Covina,West Covina_CA,684200,6037406902,6037,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037408141,CA,West Covina,West Covina_CA,684200,6037408141,6037,308.0,0,9.0,56.2,0.0,4.0,0.076
0684550-06059088901,CA,Westminster,Westminster_CA,684550,6059088901,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0684550-06059099203,CA,Westminster,Westminster_CA,684550,6059099203,6059,308.0,0,9.0,56.2,0.0,4.0,0.076
0685292-06037501002,CA,Whittier,Whittier_CA,685292,6037501002,6037,267.0,0,5.0,66.7,0.0,5.0,0.076
0803455-08059009843,CO,Arvada,Arvada_CO,803455,8059009843,8059,483.0,0,1.0,41.2,0.0,0.0,0.069
0804000-08001008100,CO,Aurora,Aurora_CO,804000,8001008100,8001,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005006854,CO,Aurora,Aurora_CO,804000,8005006854,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005006855,CO,Aurora,Aurora_CO,804000,8005006855,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005081700,CO,Aurora,Aurora_CO,804000,8005081700,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005085900,CO,Aurora,Aurora_CO,804000,8005085900,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005086300,CO,Aurora,Aurora_CO,804000,8005086300,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08035013901,CO,Aurora,Aurora_CO,804000,8035013901,8035,481.0,0,2.0,46.3,0.0,0.0,0.068
0807850-08013012705,CO,Boulder,Boulder_CO,807850,8013012705,8013,474.0,0,1.0,48.8,,,
0807850-08013012707,CO,Boulder,Boulder_CO,807850,8013012707,8013,474.0,0,1.0,48.8,,,
0807850-08013012710,CO,Boulder,Boulder_CO,807850,8013012710,8013,474.0,0,1.0,48.8,,,
0812815-08005005612,CO,Centennial,Centennial_CO,812815,8005005612,8005,484.0,0,1.0,42.0,,,
0812815-08005006815,CO,Centennial,Centennial_CO,812815,8005006815,8005,484.0,0,1.0,42.0,,,
0812815-08005006854,CO,Centennial,Centennial_CO,812815,8005006854,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005083700,CO,Centennial,Centennial_CO,812815,8005083700,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005085800,CO,Centennial,Centennial_CO,812815,8005085800,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005085900,CO,Centennial,Centennial_CO,812815,8005085900,8005,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041003400,CO,Colorado Springs,Colorado Springs_CO,816000,8041003400,8041,490.0,0,1.0,41.6,,,
0816000-08041005104,CO,Colorado Springs,Colorado Springs_CO,816000,8041005104,8041,490.0,0,1.0,41.6,,,
0816000-08041006700,CO,Colorado Springs,Colorado Springs_CO,816000,8041006700,8041,490.0,0,1.0,41.6,,,
0816000-08041007500,CO,Colorado Springs,Colorado Springs_CO,816000,8041007500,8041,490.0,0,1.0,41.6,,,
0816000-08041007601,CO,Colorado Springs,Colorado Springs_CO,816000,8041007601,8041,490.0,0,1.0,41.6,,,
0820000-08031001902,CO,Denver,Denver_CO,820000,8031001902,8031,484.0,0,1.0,42.0,,,
0827425-08069000300,CO,Fort Collins,Fort Collins_CO,827425,8069000300,8069,521.0,0,1.0,59.8,,,
0827425-08069002501,CO,Fort Collins,Fort Collins_CO,827425,8069002501,8069,521.0,0,1.0,59.8,,,
0832155-08123000704,CO,Greeley,Greeley_CO,832155,8123000704,8123,547.0,0,2.0,61.7,,,
0832155-08123000705,CO,Greeley,Greeley_CO,832155,8123000705,8123,547.0,0,2.0,61.7,,,
0843000-08059010100,CO,Lakewood,Lakewood_CO,843000,8059010100,8059,484.0,0,1.0,42.0,,,
0843000-08059011721,CO,Lakewood,Lakewood_CO,843000,8059011721,8059,484.0,0,1.0,42.0,,,
0846465-08069002010,CO,Loveland,Loveland_CO,846465,8069002010,8069,521.0,0,1.0,59.8,,,
0862000-08101000903,CO,Pueblo,Pueblo_CO,862000,8101000903,8101,539.0,0,1.0,38.5,,,
0877290-08001008541,CO,Thornton,Thornton_CO,877290,8001008541,8001,485.0,0,1.0,37.6,,,
0877290-08001008551,CO,Thornton,Thornton_CO,877290,8001008551,8001,485.0,0,1.0,37.6,,,
0877290-08001009001,CO,Thornton,Thornton_CO,877290,8001009001,8001,485.0,0,1.0,37.6,,,
0877290-08001009307,CO,Thornton,Thornton_CO,877290,8001009307,8001,485.0,0,1.0,37.6,,,
0877290-08001015000,CO,Thornton,Thornton_CO,877290,8001015000,8001,485.0,0,1.0,37.6,,,
0877290-08001061200,CO,Thornton,Thornton_CO,877290,8001061200,8001,485.0,0,1.0,37.6,,,
0883835-08001009502,CO,Westminster,Westminster_CO,883835,8001009502,8001,485.0,0,1.0,37.6,,,
0883835-08001009606,CO,Westminster,Westminster_CO,883835,8001009606,8001,483.0,0,1.0,41.2,0.0,0.0,0.069
0883835-08001060000,CO,Westminster,Westminster_CO,883835,8001060000,8001,485.0,0,1.0,37.6,,,
0883835-08059010208,CO,Westminster,Westminster_CO,883835,8059010208,8059,483.0,0,1.0,41.2,0.0,0.0,0.069
1207300-12099007002,FL,Boca Raton,Boca Raton_FL,1207300,12099007002,12099,593.0,0,0.0,28.9,,,
1207300-12099007616,FL,Boca Raton,Boca Raton_FL,1207300,12099007616,12099,593.0,0,0.0,28.9,,,
1207875-12099005411,FL,Boynton Beach,Boynton Beach_FL,1207875,12099005411,12099,593.0,0,0.0,28.9,,,
1207875-12099005810,FL,Boynton Beach,Boynton Beach_FL,1207875,12099005810,12099,593.0,0,0.0,28.9,,,
1207875-12099005812,FL,Boynton Beach,Boynton Beach_FL,1207875,12099005812,12099,593.0,0,0.0,28.9,,,
1207875-12099006602,FL,Boynton Beach,Boynton Beach_FL,1207875,12099006602,12099,593.0,0,0.0,28.9,,,
1210275-12071010305,FL,Cape Coral,Cape Coral_FL,1210275,12071010305,12071,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103025505,FL,Clearwater,Clearwater_FL,1212875,12103025505,12103,673.0,0,0.0,24.4,,,
1212875-12103025506,FL,Clearwater,Clearwater_FL,1212875,12103025506,12103,673.0,0,0.0,24.4,,,
1212875-12103026820,FL,Clearwater,Clearwater_FL,1212875,12103026820,12103,673.0,0,0.0,24.4,,,
1212875-12103026911,FL,Clearwater,Clearwater_FL,1212875,12103026911,12103,673.0,0,0.0,24.4,,,
1212875-12103026912,FL,Clearwater,Clearwater_FL,1212875,12103026912,12103,673.0,0,0.0,24.4,,,
1214400-12011020205,FL,Coral Springs,Coral Springs_FL,1214400,12011020205,12011,593.0,0,0.0,28.9,,,
1216475-12011070401,FL,Davie,Davie_FL,1216475,12011070401,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011070402,FL,Davie,Davie_FL,1216475,12011070402,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011110327,FL,Davie,Davie_FL,1216475,12011110327,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011110600,FL,Davie,Davie_FL,1216475,12011110600,12011,593.0,0,0.0,28.9,,,
1224000-12011041100,FL,Fort Lauderdale,Fort Lauderdale_FL,1224000,12011041100,12011,593.0,0,0.0,28.9,,,
1224000-12011050207,FL,Fort Lauderdale,Fort Lauderdale_FL,1224000,12011050207,12011,593.0,0,0.0,28.9,,,
1224000-12011050208,FL,Fort Lauderdale,Fort Lauderdale_FL,1224000,12011050208,12011,593.0,0,0.0,28.9,,,
1224000-12011050308,FL,Fort Lauderdale,Fort Lauderdale_FL,1224000,12011050308,12011,593.0,0,0.0,28.9,,,
1225175-12001001400,FL,Gainesville,Gainesville_FL,1225175,12001001400,12001,584.0,0,0.0,17.7,,,
1225175-12001001701,FL,Gainesville,Gainesville_FL,1225175,12001001701,12001,584.0,0,0.0,17.7,,,
1225175-12001001802,FL,Gainesville,Gainesville_FL,1225175,12001001802,12001,584.0,0,0.0,17.7,,,
1225175-12001001908,FL,Gainesville,Gainesville_FL,1225175,12001001908,12001,584.0,0,0.0,17.7,,,
1225175-12001002219,FL,Gainesville,Gainesville_FL,1225175,12001002219,12001,584.0,0,0.0,17.7,,,
1225175-12001110800,FL,Gainesville,Gainesville_FL,1225175,12001110800,12001,584.0,0,0.0,17.7,,,
1232000-12011080402,FL,Hollywood,Hollywood_FL,1232000,12011080402,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1235000-12031013906,FL,Jacksonville,Jacksonville_FL,1235000,12031013906,12031,608.0,0,0.0,24.4,,,
1238250-12105011834,FL,Lakeland,Lakeland_FL,1238250,12105011834,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011836,FL,Lakeland,Lakeland_FL,1238250,12105011836,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011902,FL,Lakeland,Lakeland_FL,1238250,12105011902,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011911,FL,Lakeland,Lakeland_FL,1238250,12105011911,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105012001,FL,Lakeland,Lakeland_FL,1238250,12105012001,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105012113,FL,Lakeland,Lakeland_FL,1238250,12105012113,12105,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103024505,FL,Largo,Largo_FL,1239425,12103024505,12103,673.0,0,0.0,24.4,,,
1239425-12103024507,FL,Largo,Largo_FL,1239425,12103024507,12103,673.0,0,0.0,24.4,,,
1239425-12103024510,FL,Largo,Largo_FL,1239425,12103024510,12103,673.0,0,0.0,24.4,,,
1239425-12103025205,FL,Largo,Largo_FL,1239425,12103025205,12103,673.0,0,0.0,24.4,,,
1239425-12103025401,FL,Largo,Largo_FL,1239425,12103025401,12103,673.0,0,0.0,24.4,,,
