StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,newFIPS,CountyFIPS
MA,Boston,2507000,25025981202,2507000-25025981202,207.0,9.7,8.5,1.2,7.9,0.8,61.3,15.3,12.2,42.3429238145,-71.0286195858,25025,25025
MA,Boston,2507000,25025981300,2507000-25025981300,389.0,6.5,15.6,3.5,8.9,2.2,67.3,12.9,10.8,42.3634527123,-71.0122398933,25025,25025
MA,Boston,2507000,25025981800,2507000-25025981800,82.0,2.4,32.7,13.0,8.6,6.1,84.2,4.3,6.0,42.3285749338,-71.1110740086,25025,25025
MI,Detroit,2622000,26163504800,2622000-26163504800,793.0,19.1,51.9,5.8,14.7,10.0,80.1,32.3,19.6,42.4089697646,-83.0133704665,26163,26163
MI,Detroit,2622000,26163507800,2622000-26163507800,772.0,25.0,51.8,5.5,16.6,11.4,78.1,39.9,24.4,42.4243920942,-83.0970383726,26163,26163
MI,Detroit,2622000,26163510400,2622000-26163510400,976.0,20.2,49.5,6.1,15.6,9.3,80.7,30.2,18.9,42.4147385816,-83.0760855753,26163,26163
MI,Detroit,2622000,26163516100,2622000-26163516100,734.0,17.4,53.6,6.2,14.3,10.7,81.2,29.4,18.5,42.3756605673,-83.0258412996,26163,26163
MI,Detroit,2622000,26163516200,2622000-26163516200,774.0,21.0,54.2,5.8,15.6,11.7,80.3,34.4,21.8,42.3661558723,-83.0189390239,26163,26163
MI,Detroit,2622000,26163516300,2622000-26163516300,890.0,23.0,58.3,6.8,15.6,15.2,80.7,35.9,22.8,42.3595713207,-83.0152241809,26163,26163
MI,Detroit,2622000,26163518400,2622000-26163518400,630.0,20.2,52.4,6.2,14.3,11.9,78.1,35.0,20.7,42.3698286548,-83.0441079178,26163,26163
MI,Detroit,2622000,26163518600,2622000-26163518600,797.0,21.2,54.1,6.4,15.8,11.9,81.1,33.3,21.2,42.3647264515,-83.0294479142,26163,26163
MI,Detroit,2622000,26163518800,2622000-26163518800,795.0,21.4,55.9,6.1,15.3,12.8,79.9,35.8,21.8,42.3597017193,-83.0372367802,26163,26163
MI,Detroit,2622000,26163521300,2622000-26163521300,954.0,19.6,44.7,4.9,14.4,8.1,77.2,30.5,19.9,42.3341231154,-83.0929491034,26163,26163
MI,Detroit,2622000,26163522100,2622000-26163522100,950.0,15.6,47.4,6.0,13.5,8.1,80.8,24.4,15.6,42.3435091689,-83.1014140412,26163,26163
MI,Detroit,2622000,26163522200,2622000-26163522200,655.0,20.1,54.0,5.9,14.4,11.8,80.0,32.7,20.0,42.3511186972,-83.1065656019,26163,26163
MI,Detroit,2622000,26163532300,2622000-26163532300,962.0,8.6,42.3,6.7,11.7,6.2,81.4,15.0,10.9,42.3840376175,-83.0891147363,26163,26163
MI,Detroit,2622000,26163532700,2622000-26163532700,962.0,17.1,46.1,5.7,14.3,7.9,80.4,26.5,16.9,42.3752477555,-83.0927711863,26163,26163
MI,Detroit,2622000,26163534500,2622000-26163534500,980.0,20.6,55.1,6.4,15.4,12.2,81.0,32.7,20.9,42.3652493163,-83.1451955809,26163,26163
MI,Detroit,2622000,26163537200,2622000-26163537200,888.0,19.8,50.5,5.5,15.3,9.5,80.1,32.3,20.2,42.3881477142,-83.1758563059,26163,26163
MI,Detroit,2622000,26163542700,2622000-26163542700,937.0,19.4,46.2,4.5,15.6,7.7,78.8,32.8,21.4,42.3824611958,-83.2268099719,26163,26163
MI,Detroit,2622000,26163543900,2622000-26163543900,901.0,20.8,47.5,5.1,15.5,9.8,77.0,36.1,22.9,42.3819468042,-83.249338515,26163,26163
MI,Detroit,2622000,26163545400,2622000-26163545400,758.0,19.5,49.2,5.1,16.1,9.3,79.4,33.8,22.7,42.3543680665,-83.2066365176,26163,26163
MI,Detroit,2622000,26163985100,2622000-26163985100,123.0,11.5,34.4,3.8,11.8,4.0,75.5,22.5,13.8,42.380295231,-83.0531368804,26163,26163
MI,Grand Rapids,2634000,26081011600,2634000-26081011600,763.0,7.1,29.7,7.1,9.8,5.7,73.5,16.1,12.5,43.004400968,-85.7347865128,26081,26081
MI,Grand Rapids,2634000,26081011801,2634000-26081011801,345.0,7.5,25.7,6.7,9.6,4.5,73.3,12.7,11.0,43.0124605022,-85.6132996414,26081,26081
MI,Grand Rapids,2634000,26081012605,2634000-26081012605,716.0,8.4,11.1,2.2,10.1,1.6,66.1,11.1,13.9,42.9350959329,-85.5833361824,26081,26081
MI,Kalamazoo,2642160,26077000202,2642160-26077000202,969.0,19.4,47.5,5.8,14.0,10.0,76.4,31.0,20.2,42.304087601,-85.5778780648,26077,26077
MI,Lansing,2646000,26065003400,2646000-26065003400,83.0,8.6,34.5,7.8,10.1,6.7,73.2,17.2,12.7,42.7523646956,-84.585631959,26065,26065
MI,Lansing,2646000,26065003801,2646000-26065003801,542.0,8.3,26.8,5.8,9.8,4.7,69.6,14.1,12.1,42.744991234,-84.5059021777,26065,26065
MI,Lansing,2646000,26065004000,2646000-26065004000,213.0,6.8,45.6,13.5,10.4,11.9,80.2,11.2,11.4,42.7368753286,-84.5051053161,26065,26065
MI,Lansing,2646000,26065005202,2646000-26065005202,190.0,7.5,28.3,6.4,10.0,5.0,70.4,16.3,12.1,42.6597824052,-84.5714459278,26065,26065
MI,Rochester Hills,2669035,26125192800,2669035-26125192800,799.0,12.4,16.8,2.4,11.9,2.5,64.9,19.4,19.2,42.6692432701,-83.2027421229,26125,26125
MI,Warren,2684000,26099982300,2684000-26099982300,113.0,30.3,41.3,3.0,12.2,9.1,62.9,50.3,26.3,42.5187585488,-83.0367527201,26099,26099
MN,Duluth,2717000,27137010100,2717000-27137010100,62.0,10.0,30.6,7.5,8.4,6.4,67.7,21.7,11.7,46.7523893478,-92.2130531708,27137,27137
MN,Duluth,2717000,27137010200,2717000-27137010200,83.0,8.3,29.8,7.8,7.9,6.2,68.6,17.9,10.0,46.6985927516,-92.2318196743,27137,27137
MN,Duluth,2717000,27137010300,2717000-27137010300,96.0,8.7,24.9,6.7,7.7,4.8,65.8,17.3,9.9,46.7593354697,-92.1897124988,27137,27137
MN,Rochester,2754880,27109000903,2754880-27109000903,423.0,10.0,19.5,5.1,7.9,3.6,60.0,15.4,10.5,43.957208016,-92.4596431746,27109,27109
MN,Rochester,2754880,27109002200,2754880-27109002200,541.0,9.2,20.4,5.1,7.9,3.5,60.3,16.6,10.5,43.9120532808,-92.4941355278,27109,27109
MS,Gulfport,2829700,28047003101,2829700-28047003101,542.0,21.3,51.4,6.0,11.2,7.0,78.2,23.5,14.3,30.4196831394,-89.1129410934,28047,28047
MS,Gulfport,2829700,28047003505,2829700-28047003505,588.0,14.6,39.2,7.7,9.0,7.4,70.0,19.8,13.2,30.4454381787,-89.1101267824,28047,28047
MS,Gulfport,2829700,28047980000,2829700-28047980000,85.0,27.1,34.0,2.2,8.1,3.3,62.3,33.0,15.5,30.4066821589,-89.0711555266,28047,28047
MS,Jackson,2836000,28049010500,2836000-28049010500,77.0,16.1,40.6,6.3,10.4,6.3,72.1,19.6,14.1,32.3891051587,-90.2686162692,28049,28049
MS,Jackson,2836000,28089030105,2836000-28089030105,622.0,20.4,17.3,1.0,13.1,0.9,73.2,14.4,18.2,32.4055231258,-90.1578816308,28089,28089
MO,Columbia,2915670,29019001602,2915670-29019001602,173.0,9.8,30.8,7.5,9.2,6.2,73.0,17.2,12.1,38.9391980721,-92.2440087063,29019,29019
MO,Columbia,2915670,29019001702,2915670-29019001702,129.0,11.9,19.4,4.5,8.8,2.8,65.4,18.6,12.4,38.8728067311,-92.3477101141,29019,29019
MO,Independence,2935000,29095015100,2935000-29095015100,113.0,14.8,30.2,7.1,8.8,6.7,67.9,24.9,14.2,39.1292905508,-94.3859650538,29095,29095
MO,Independence,2935000,29095019300,2935000-29095019300,399.0,12.8,24.1,5.1,8.7,4.0,66.3,21.5,13.1,39.0254363298,-94.3333214269,29095,29095
MO,Kansas City,2938000,29037060100,2938000-29037060100,197.0,17.7,10.8,1.4,9.6,1.3,59.4,18.1,16.7,38.8371693273,-94.5552525851,29037,29037
MO,Kansas City,2938000,29047021900,2938000-29047021900,355.0,11.8,25.4,5.8,8.7,4.2,67.4,17.3,12.0,39.317852538,-94.555988328,29047,29047
MO,Kansas City,2938000,29047022100,2938000-29047022100,75.0,15.1,40.4,5.6,8.9,7.2,71.7,23.3,13.6,39.1292703267,-94.5924882648,29047,29047
MO,Kansas City,2938000,29095004400,2938000-29095004400,875.0,9.6,24.1,6.4,7.6,4.4,68.9,12.2,9.6,39.0775313011,-94.5870124842,29095,29095
MO,Kansas City,2938000,29095005400,2938000-29095005400,903.0,25.5,46.5,5.9,12.4,9.0,77.7,29.8,18.4,39.0664004246,-94.5576496334,29095,29095
MO,Kansas City,2938000,29095005500,2938000-29095005500,886.0,24.8,46.5,5.9,12.0,8.9,77.8,29.7,18.3,39.0591840847,-94.5580231763,29095,29095
MO,Kansas City,2938000,29095012802,2938000-29095012802,311.0,12.6,45.5,13.9,8.4,12.1,81.0,14.1,9.6,38.962363357,-94.4395398889,29095,29095
MO,Kansas City,2938000,29095013504,2938000-29095013504,95.0,8.8,34.1,9.8,8.1,7.4,74.8,15.0,10.2,38.8626176346,-94.4561919241,29095,29095
MO,Kansas City,2938000,29095018100,2938000-29095018100,181.0,8.4,31.1,8.8,8.0,6.3,73.2,14.7,10.0,38.8489031554,-94.4630657129,29095,29095
MO,Kansas City,2938000,29095018200,2938000-29095018200,72.0,9.2,24.6,6.9,8.1,4.4,69.5,15.1,10.1,38.8776830364,-94.4732976795,29095,29095
MO,Kansas City,2938000,29165030101,2938000-29165030101,428.0,12.2,27.5,6.8,8.9,5.7,70.4,19.4,12.2,39.1929958178,-94.6421799116,29165,29165
MO,Kansas City,2938000,29165030600,2938000-29165030600,377.0,13.8,29.1,7.2,8.9,6.7,70.5,20.2,12.7,39.3307229022,-94.6675672011,29165,29165
MO,Lee's Summit,2941348,29037060302,2941348-29037060302,96.0,12.6,28.5,6.1,9.1,5.2,69.6,18.6,12.8,38.8357036633,-94.4136323572,29037,29037
MO,Lee's Summit,2941348,29095988300,2941348-29095988300,56.0,16.4,37.3,8.9,10.4,9.4,71.5,28.3,16.1,38.8944879056,-94.4572640382,29095,29095
MO,O'Fallon,2954074,29183312095,2954074-29183312095,259.0,14.7,16.8,3.5,9.0,2.6,61.3,22.5,14.1,38.8114121734,-90.7666577327,29183,29183
MO,St. Joseph,2964550,29021002200,2964550-29021002200,903.0,12.5,29.4,7.3,9.3,6.0,73.4,19.7,12.8,39.7212219899,-94.8016130676,29021,29021
MO,St. Joseph,2964550,29021002700,2964550-29021002700,455.0,14.4,21.0,4.5,10.5,3.6,70.1,20.4,15.4,39.7706369128,-94.7615415117,29021,29021
MO,St. Joseph,2964550,29021002900,2964550-29021002900,198.0,15.6,33.4,7.6,9.8,8.3,72.8,24.6,15.3,39.7170455556,-94.8893583157,29021,29021
MO,Springfield,2970000,29077004102,2970000-29077004102,800.0,11.6,14.7,3.1,9.3,2.2,60.9,15.9,13.4,37.1401515883,-93.3296411883,29077,29077
MO,Springfield,2970000,29077004201,2970000-29077004201,219.0,12.3,35.2,9.4,8.7,8.4,71.9,16.9,11.8,37.1682349151,-93.3631252875,29077,29077
MT,Billings,3006550,30111001401,3006550-30111001401,532.0,10.6,25.6,8.1,8.7,5.9,66.6,16.2,10.8,45.769587096,-108.644858947,30111,30111
MT,Missoula,3050200,30063000400,3050200-30063000400,550.0,10.4,26.7,7.2,9.4,5.6,62.8,17.2,11.9,46.8746246851,-113.943559451,30063,30063
MT,Missoula,3050200,30063000901,3050200-30063000901,717.0,10.8,39.7,13.7,8.6,10.9,73.1,12.3,9.5,46.8482069619,-114.050621579,30063,30063
MT,Missoula,3050200,30063001400,3050200-30063001400,243.0,9.8,32.8,8.4,9.5,6.9,66.1,19.1,12.3,46.9080504533,-113.958628689,30063,30063
NE,Lincoln,3128000,31109001900,3128000-31109001900,993.0,14.9,19.5,3.7,9.1,4.4,57.5,16.1,14.1,40.8130645956,-96.7026104944,31109,31109
NE,Lincoln,3128000,31109003500,3128000-31109003500,212.0,18.2,26.2,3.9,7.6,4.4,60.0,22.2,11.4,40.7823725523,-96.7326128449,31109,31109
NE,Lincoln,3128000,31109003604,3128000-31109003604,987.0,7.8,28.9,8.4,7.8,5.6,69.1,10.5,7.8,40.7423312921,-96.7083523348,31109,31109
NE,Lincoln,3128000,31109003720,3128000-31109003720,379.0,9.1,20.4,5.5,7.6,3.3,62.9,11.3,8.2,40.7196203369,-96.654570858,31109,31109
NE,Lincoln,3128000,31109010202,3128000-31109010202,255.0,14.2,17.3,3.4,8.7,2.3,57.8,17.3,11.1,40.8320645441,-96.7979428138,31109,31109
NE,Lincoln,3128000,31109983200,3128000-31109983200,161.0,23.2,18.7,2.2,8.5,2.5,54.8,24.2,13.4,40.8517460783,-96.7642384256,31109,31109
NE,Omaha,3137000,31055007303,3137000-31055007303,565.0,10.3,34.6,8.3,7.8,6.6,71.0,15.0,9.7,41.3574193594,-95.9610191554,31055,31055
NE,Omaha,3137000,31055007442,3137000-31055007442,636.0,7.5,31.4,8.5,7.5,5.4,71.6,11.3,8.3,41.266565236,-96.1467267091,31055,31055
NE,Omaha,3137000,31055007470,3137000-31055007470,958.0,10.8,21.6,4.4,8.1,3.2,63.3,15.2,11.0,41.2959736213,-96.150813255,31055,31055
NE,Omaha,3137000,31055007472,3137000-31055007472,115.0,10.4,26.0,6.0,7.8,3.8,66.5,13.9,9.4,41.2894605883,-96.1436628556,31055,31055
NE,Omaha,3137000,31055007515,3137000-31055007515,61.0,8.3,18.4,4.4,7.3,2.3,63.2,10.9,8.5,41.2308779538,-96.2025004569,31055,31055
NV,Henderson,3231900,32003002843,3231900-32003002843,972.0,13.5,21.3,3.7,9.3,2.7,62.1,18.3,12.3,35.9897341871,-115.145486817,32003,32003
NV,Henderson,3231900,32003005010,3231900-32003005010,749.0,25.0,21.9,2.7,11.9,3.1,58.7,27.7,19.3,36.0841336029,-115.052235382,32003,32003
NV,Henderson,3231900,32003005016,3231900-32003005016,50.0,19.8,30.8,5.4,10.0,5.7,64.5,22.9,14.4,36.0823865893,-115.004412696,32003,32003
NV,Las Vegas,3240000,32003000900,3240000-32003000900,942.0,12.7,39.2,6.8,9.1,8.1,69.2,18.9,11.7,36.1623085886,-115.149315112,32003,32003
NV,Las Vegas,3240000,32003001501,3240000-32003001501,725.0,27.2,32.7,4.0,11.2,6.4,63.0,28.3,18.4,36.1550773058,-115.108201875,32003,32003
NV,Las Vegas,3240000,32003003242,3240000-32003003242,670.0,9.6,26.7,5.6,9.4,4.2,66.0,15.3,11.0,36.2355228695,-115.291652847,32003,32003
NV,North Las Vegas,3251800,32003006001,3251800-32003006001,735.0,18.0,22.3,3.3,14.8,2.2,63.8,27.7,21.2,36.2531101449,-115.078086945,32003,32003
NV,North Las Vegas,3251800,32003007800,3251800-32003007800,128.0,19.9,10.8,0.7,9.5,1.0,52.8,20.4,18.0,36.2881809237,-114.979044877,32003,32003
NV,Reno,3260600,32031001010,3260600-32031001010,200.0,8.6,25.7,6.6,9.4,4.5,64.0,14.2,11.2,39.4055286899,-119.756888487,32031,32031
NV,Reno,3260600,32031001011,3260600-32031001011,176.0,8.3,27.1,7.0,9.1,4.7,64.8,14.1,10.6,39.4086009889,-119.766387105,32031,32031
NV,Reno,3260600,32031001013,3260600-32031001013,765.0,6.4,31.2,8.8,8.8,5.8,69.6,10.5,9.2,39.4644770924,-119.816237284,32031,32031
NV,Reno,3260600,32031002103,3260600-32031002103,655.0,12.4,20.6,4.2,9.2,3.0,60.6,14.9,12.1,39.4713749225,-119.728679641,32031,32031
NV,Reno,3260600,32031002210,3260600-32031002210,543.0,8.2,23.7,5.8,8.8,3.6,63.5,13.1,10.3,39.4302211282,-119.709075864,32031,32031
NV,Reno,3260600,32031002302,3260600-32031002302,689.0,8.2,29.8,7.7,9.4,5.5,67.2,13.7,10.8,39.5122585616,-119.968573846,32031,32031
NV,Reno,3260600,32031002618,3260600-32031002618,245.0,15.7,23.8,4.8,9.8,4.3,59.9,19.7,14.3,39.6805840609,-119.872811011,32031,32031
NV,Reno,3260600,32031980000,3260600-32031980000,217.0,20.9,36.2,5.1,9.9,8.5,60.0,32.4,17.6,39.5028412742,-119.765271266,32031,32031
NV,Sparks,3268400,32031001802,3268400-32031001802,593.0,34.9,22.6,2.8,9.6,3.6,56.5,21.0,17.0,39.538848927,-119.77855379,32031,32031
NJ,Jersey City,3436000,34017006900,3436000-34017006900,81.0,22.4,29.4,3.1,9.5,3.6,71.3,24.9,16.2,40.7523568131,-74.066960978,34017,34017
NJ,Newark,3451000,34013006400,3451000-34013006400,987.0,10.3,37.9,5.4,10.3,4.3,81.0,12.3,10.7,40.7375915959,-74.1840037406,34013,34013
NM,Albuquerque,3502000,35001000801,3502000-35001000801,178.0,9.9,16.1,3.5,10.3,2.2,53.0,18.3,14.4,35.0473070301,-106.592919307,35001,35001
NM,Albuquerque,3502000,35001003501,3502000-35001003501,946.0,14.8,27.4,5.9,10.1,5.4,59.5,17.9,14.6,35.1435683938,-106.634527654,35001,35001
NM,Albuquerque,3502000,35001003731,3502000-35001003731,123.0,5.9,20.9,5.7,9.4,3.3,59.1,12.5,10.7,35.1754316279,-106.530396867,35001,35001
NM,Albuquerque,3502000,35001004300,3502000-35001004300,195.0,24.1,29.0,4.9,10.0,5.7,58.3,18.8,16.6,35.0584318541,-106.662677698,35001,35001
NM,Albuquerque,3502000,35001004401,3502000-35001004401,190.0,24.0,28.4,5.1,10.0,5.6,58.2,20.3,16.1,35.0648364553,-106.687013882,35001,35001
NM,Albuquerque,3502000,35001004603,3502000-35001004603,96.0,20.4,25.1,4.9,9.3,4.5,57.8,16.3,13.9,35.0198893471,-106.711345559,35001,35001
NM,Las Cruces,3539380,35013001102,3539380-35013001102,783.0,14.3,21.2,3.8,9.6,3.3,58.7,14.4,13.9,32.2839702388,-106.786879902,35013,35013
NM,Las Cruces,3539380,35013001103,3539380-35013001103,724.0,12.5,35.5,8.6,9.8,7.7,66.9,15.5,12.8,32.2739058702,-106.77226867,35013,35013
NM,Las Cruces,3539380,35013001204,3539380-35013001204,426.0,7.4,31.2,8.2,8.9,5.6,67.8,10.5,9.6,32.3102707074,-106.698481551,35013,35013
NM,Las Cruces,3539380,35013001303,3539380-35013001303,116.0,18.4,33.3,5.9,8.5,6.4,63.7,15.0,12.5,32.366477514,-106.790822856,35013,35013
NM,Las Cruces,3539380,35013001307,3539380-35013001307,130.0,21.1,18.3,2.8,10.2,2.4,54.0,20.2,17.0,32.4076473805,-106.744300914,35013,35013
NM,Las Cruces,3539380,35013001500,3539380-35013001500,73.0,14.8,21.1,4.2,7.8,3.8,58.4,11.5,11.4,32.2794403667,-106.909365512,35013,35013
NM,Rio Rancho,3563460,35001940600,3563460-35001940600,125.0,14.0,22.2,4.5,10.8,3.8,54.9,22.0,16.0,35.1997165706,-106.812422563,35001,35001
NM,Santa Fe,3570500,35049000400,3570500-35049000400,336.0,8.0,37.0,16.1,8.1,9.9,74.5,6.9,7.1,35.6863212635,-105.939904452,35049,35049
NM,Santa Fe,3570500,35049001203,3570500-35049001203,65.0,16.4,32.1,7.0,10.2,7.6,59.9,22.1,15.2,35.6789785945,-105.985265728,35049,35049
NM,Santa Fe,3570500,35049001205,3570500-35049001205,249.0,24.9,21.9,3.7,10.6,4.2,52.1,24.6,18.4,35.640233952,-106.042407234,35049,35049
NM,Santa Fe,3570500,35049001302,3570500-35049001302,916.0,22.8,16.1,2.6,9.5,2.7,49.1,20.0,16.3,35.632954991,-106.027916173,35049,35049
NM,Santa Fe,3570500,35049010204,3570500-35049010204,84.0,4.7,26.4,9.7,8.7,5.2,65.7,8.7,8.2,35.724300975,-105.962021212,35049,35049
NY,New York,3651000,36005003700,3651000-36005003700,245.0,27.3,37.3,4.1,11.1,6.8,77.2,21.9,16.6,40.8114424039,-73.9121870106,36005,36005
NY,New York,3651000,36005011000,3651000-36005011000,151.0,20.1,21.3,3.1,8.7,2.9,73.7,12.7,12.0,40.8146411004,-73.8317832674,36005,36005
NY,New York,3651000,36005027600,3651000-36005027600,473.0,16.0,41.4,6.6,11.6,7.2,83.0,16.5,12.9,40.8544606611,-73.819747807,36005,36005
NY,New York,3651000,36005028400,3651000-36005028400,894.0,22.0,46.7,7.6,11.3,11.6,80.3,23.0,15.7,40.8493869035,-73.8387216241,36005,36005
NY,New York,3651000,36005031900,3651000-36005031900,751.0,15.4,16.3,3.0,13.0,3.3,72.6,15.1,21.6,40.914021136,-73.9108868014,36005,36005
NY,New York,3651000,36047001100,3651000-36047001100,84.0,7.7,17.9,4.1,7.3,2.8,70.0,7.4,7.7,40.6932903758,-73.9877086583,36047,36047
NY,New York,3651000,36047003700,3651000-36047003700,390.0,6.6,12.7,2.9,8.5,1.7,68.4,7.6,8.9,40.689405002,-73.9847342824,36047,36047
NY,New York,3651000,36047016400,3651000-36047016400,764.0,11.8,16.6,3.0,8.9,2.0,68.7,12.9,10.8,40.6065054789,-74.0294406889,36047,36047
NY,New York,3651000,36047028501,3651000-36047028501,428.0,20.6,19.2,3.1,9.3,3.2,66.3,17.0,13.3,40.69942657,-73.9420906922,36047,36047
NY,New York,3651000,36047045000,3651000-36047045000,673.0,14.1,26.7,5.7,10.5,6.8,68.6,22.1,17.3,40.6216296545,-73.9728810647,36047,36047
NY,New York,3651000,36047054300,3651000-36047054300,327.0,8.4,13.9,2.9,8.4,1.7,65.7,12.8,10.5,40.7017572656,-73.9718459947,36047,36047
NY,New York,3651000,36047107000,3651000-36047107000,322.0,13.2,33.7,5.1,11.7,4.6,80.3,15.4,12.5,40.6474695745,-73.8685883837,36047,36047
NY,New York,3651000,36061000900,3651000-36061000900,731.0,5.8,11.4,3.2,7.5,1.5,64.7,9.0,9.0,40.7001265513,-74.007666336,36061,36061
NY,New York,3651000,36061009400,3651000-36061009400,73.0,6.7,19.0,5.6,7.9,3.5,70.0,10.0,9.5,40.7552279607,-73.9777463015,36061,36061
NY,New York,3651000,36061009600,3651000-36061009600,155.0,5.5,18.2,5.3,6.9,3.3,70.1,7.4,7.7,40.7563747795,-73.980886076,36061,36061
NY,New York,3651000,36061010200,3651000-36061010200,230.0,5.5,23.9,7.4,7.4,4.5,73.8,7.7,7.8,40.7594238316,-73.9744493164,36061,36061
NY,New York,3651000,36061010900,3651000-36061010900,183.0,6.1,12.5,3.2,6.9,1.8,68.8,7.6,8.2,40.7522504854,-73.9897027784,36061,36061
NY,New York,3651000,36061011201,3651000-36061011201,992.0,5.7,23.2,7.8,8.1,4.5,73.5,9.5,9.0,40.7639780782,-73.9753455437,36061,36061
NY,New York,3651000,36061011202,3651000-36061011202,441.0,5.3,28.0,10.2,7.7,6.2,77.0,7.2,7.7,40.7626039615,-73.9721311385,36061,36061
NY,New York,3651000,36061011300,3651000-36061011300,117.0,11.1,16.0,2.5,7.7,2.4,65.0,14.7,11.7,40.7547752157,-73.9878702086,36061,36061
NY,New York,3651000,36061019701,3651000-36061019701,641.0,9.2,18.7,3.9,8.5,3.0,68.2,12.7,11.7,40.8053111309,-73.9593992033,36061,36061
NY,New York,3651000,36061029700,3651000-36061029700,161.0,30.3,37.5,8.1,11.6,10.8,74.9,21.3,17.3,40.8744966715,-73.9267947986,36061,36061
NY,New York,3651000,36081038302,3651000-36081038302,56.0,18.6,24.5,2.8,8.1,3.3,69.8,19.9,12.5,40.7432797954,-73.8422714989,36081,36081
NY,New York,3651000,36081042600,3651000-36081042600,512.0,26.8,70.3,11.9,9.3,35.8,84.8,23.8,15.7,40.6888457559,-73.7702130385,36081,36081
NY,New York,3651000,36081056100,3651000-36081056100,73.0,10.9,23.9,6.2,7.6,4.7,74.0,11.0,9.1,40.6931402741,-73.8855454286,36081,36081
NY,New York,3651000,36081064102,3651000-36081064102,113.0,11.0,34.6,10.1,8.3,8.9,78.3,12.7,10.2,40.7021026632,-73.8534755061,36081,36081
NY,New York,3651000,36081128300,3651000-36081128300,73.0,9.4,28.3,7.7,8.6,6.0,75.9,14.9,10.8,40.7339557576,-73.7688471261,36081,36081
NY,New York,3651000,36081138502,3651000-36081138502,72.0,17.9,42.8,10.3,7.0,19.2,76.5,13.2,11.2,40.751969384,-73.7455278897,36081,36081
NY,New York,3651000,36081140901,3651000-36081140901,914.0,9.7,26.9,6.6,7.3,5.5,76.7,10.9,8.9,40.7465273565,-73.7749327089,36081,36081
NY,New York,3651000,36085001800,3651000-36085001800,731.0,10.2,14.2,2.7,9.0,1.6,66.3,16.0,11.8,40.6016825357,-74.0541755492,36085,36085
NY,New York,3651000,36085022800,3651000-36085022800,105.0,17.8,19.5,4.1,8.3,2.7,69.8,18.2,12.4,40.5764611212,-74.1875401884,36085,36085
NY,Syracuse,3673000,36067000100,3673000-36067000100,579.0,7.4,32.3,8.6,9.1,6.6,73.4,12.4,10.3,43.0666034707,-76.1738028052,36067,36067
NC,Asheville,3702140,37021002205,3702140-37021002205,856.0,11.6,33.4,9.3,8.8,6.3,76.8,13.5,10.4,35.4704313571,-82.5151394416,37021,37021
NC,Asheville,3702140,37021002505,3702140-37021002505,463.0,12.5,38.4,10.5,8.7,8.3,78.1,14.6,10.6,35.5520637961,-82.6607590259,37021,37021
NC,Asheville,3702140,37021002506,3702140-37021002506,691.0,21.4,35.4,6.7,10.5,7.8,71.9,26.4,17.6,35.5570032976,-82.6439730821,37021,37021
NC,Asheville,3702140,37021003001,3702140-37021003001,404.0,14.6,37.7,6.1,8.6,6.8,73.9,21.1,12.6,35.5841464992,-82.4730587793,37021,37021
NC,Cary,3710740,37183053606,3710740-37183053606,601.0,8.6,35.1,8.6,8.3,5.8,78.3,10.9,9.3,35.8012398057,-78.8357522958,37183,37183
NC,Charlotte,3712000,37119000300,3712000-37119000300,407.0,12.6,35.4,5.8,9.2,4.9,75.4,14.5,11.5,35.2134021273,-80.8408456425,37119,37119
NC,Charlotte,3712000,37119000700,3712000-37119000700,736.0,17.7,26.7,3.4,9.8,2.9,72.3,17.6,13.4,35.2385941934,-80.8190260695,37119,37119
NC,Charlotte,3712000,37119002600,3712000-37119002600,818.0,13.6,27.3,4.5,9.5,3.5,72.5,15.0,12.4,35.2100741985,-80.8316137752,37119,37119
NC,Charlotte,3712000,37119004900,3712000-37119004900,737.0,24.1,44.8,4.9,12.8,5.9,81.4,23.0,16.7,35.2427608314,-80.8428440561,37119,37119
NC,Charlotte,3712000,37119005615,3712000-37119005615,953.0,13.7,32.7,6.3,9.0,4.8,76.9,13.2,10.8,35.2836306351,-80.6884729964,37119,37119
NC,Charlotte,3712000,37119005616,3712000-37119005616,365.0,22.7,33.3,5.3,10.7,5.2,75.1,19.6,15.3,35.2635717378,-80.7164286114,37119,37119
NC,Charlotte,3712000,37119005710,3712000-37119005710,678.0,19.1,42.1,9.8,9.2,9.2,79.5,14.8,12.1,35.178466716,-80.7132014489,37119,37119
NC,Charlotte,3712000,37119005829,3712000-37119005829,133.0,15.4,29.5,5.6,9.2,4.3,72.8,17.2,12.9,35.0937963295,-80.8652507504,37119,37119
NC,Charlotte,3712000,37119005833,3712000-37119005833,190.0,9.8,20.5,4.2,7.9,2.2,70.9,12.6,10.0,35.1006807918,-80.7419936236,37119,37119
NC,Charlotte,3712000,37119005911,3712000-37119005911,849.0,12.0,28.5,5.8,8.5,4.1,73.6,14.3,11.0,35.0921272739,-80.9973370712,37119,37119
NC,Concord,3714100,37025040702,3714100-37025040702,574.0,22.0,26.2,3.6,10.4,3.3,69.2,23.1,15.5,35.4746818832,-80.5844120723,37025,37025
