State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost
Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654
Oregon ,OR,Deschutes ,41017,14399.467715,17417.899081,17946.58565,13714.317591,22158.125768,11056.195578,12301.186391,15390.05577,21247.55817,301901.7604899
Oregon ,OR,Lane ,41039,17835.063221,19465.291287,19220.300264,13872.752154,23034.711853,12717.667827,16799.412489,12863.623263,25054.599641,333310.1395568
Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708
Oregon ,OR,Jackson ,41029,18390.58073,19115.927265,19722.317049,14879.629293,22521.426034,12480.225884,16263.40741,13137.766176,24144.911672,333986.01255860005
Oregon ,OR,Clackamas ,41005,18215.202895,18221.099902,21052.617787,15487.291647,22849.702877,12795.784716,17038.733749,16317.282208,26419.744601,363928.2439554
Oregon ,OR,Marion ,41047,21009.069476,20228.882862,22798.246125,16326.412591,24436.096795,13299.706704,16726.743516,12498.409929,25652.072297,369293.60915709997
Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309
Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686
South Carolina ,SC,Berkeley ,45015,18563.494599,24965.471709,21504.716488,18901.039918,27386.206622,12596.896702,18602.354379,21533.551878,27910.267546,402294.9829439
South Carolina ,SC,Charleston ,45019,19086.277079,23265.299224,22716.470159,18860.914429,29347.134441,13189.84081,18379.814121,20548.51204,29581.060402,420693.7731714
South Carolina ,SC,Lexington ,45063,19564.381291,22380.156778,23438.847175,17301.638153,26372.994473,12431.966379,16653.104024,20399.047616,26845.74,399250.09182030003
South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763
South Carolina ,SC,York ,45091,18138.988859,20305.475738,22806.843915,17908.220586,29123.086893,12449.809064,16716.890915,21625.998987,26363.765541,404004.78987429995
South Dakota ,SD,Pennington ,46103,15665.086259,19952.057819,21286.579784,14967.723364,25004.16797,12653.355274,16512.868249,13154.457041,28653.90225,381057.65289489995
South Dakota ,SD,Minnehaha ,46099,19390.952972,20925.885181,21703.079939,17276.532891,24929.405544,13552.109771,15927.133612,14143.729801,25911.451226,360695.7412256999
Tennessee ,TN,Hamilton ,47065,20060.630559,24559.089329,25833.451217,20672.795705,27752.165597,14347.770073,19377.048568,21678.91392,32163.348575,439820.796016
Tennessee ,TN,Knox ,47093,17612.678775,23035.222764,21948.181445,17826.441765,27277.451732,13380.874389,18143.246352,21802.715996,29331.801851,392425.12863540003
Tennessee ,TN,Shelby ,47157,23130.860632,25920.912657,29061.869247,22935.48089,30508.684563,14811.757295,20514.33747,24680.949571,34662.067177,484788.6027386
Tennessee ,TN,Rutherford ,47149,20727.060528,22931.200341,23180.141088,19426.936253,25843.827165,13032.308061,17959.904323,25118.773004,25853.628453,408208.54878789996
Tennessee ,TN,Davidson ,47037,23529.385294,26366.826663,27429.969067,22472.199911,28389.636853,15309.105644,20994.592811,25018.383801,34259.701623,471301.414387
Texas ,TX,Jones ,48253,25137.128652,26521.791627,25850.743548,24938.706781,27774.923522,16552.229653,20236.254492,32428.750725,41263.594646,470300.647481
Texas ,TX,Taylor ,48441,25470.018915,27786.805695,26892.555208,23434.862632,29710.395269,16472.444265,21593.152321,23927.151855,34423.236713,480189.5751268
Texas ,TX,Potter ,48375,24724.71835,25384.973137,26845.991336,22991.660343,29311.396912,15783.557679,21261.696219,21910.256792,34893.88,470788.12531199993
Texas ,TX,Tarrant ,48439,25798.419772,28863.32946,30489.15083,24698.456037,33977.327709,16943.039121,23229.321883,26462.011447,37843.835769,522114.40669430007
Texas ,TX,Travis ,48453,23836.510959,27008.469475,30500.644987,24136.704396,31388.523154,16330.516517,19315.433193,21211.926099,33677.723221,471802.2212926999
Texas ,TX,Williamson ,48491,22203.371363,25038.456681,28964.637001,22559.173132,28694.728515,14824.892578,19082.592473,25819.228671,32636.126451,461015.53588970006
Texas ,TX,Harris ,48201,26628.046885,33021.698042,35374.309076,28619.454092,36416.446064,18472.38867,24509.49295,31195.024906,41510.784878,567030.9876125
Texas ,TX,Jefferson ,48245,22731.044787,30459.749801,30116.128259,25605.241499,30963.408892,16383.175851,21162.259921,28495.312255,36649.881227,510523.27429599996
Texas ,TX,Cameron ,48061,25335.418231,31957.345035,32023.278748,23309.966993,35549.744586,16582.561185,24282.938751,22689.079805,36063.593844,501957.73498
Texas ,TX,Dallas ,48113,25321.70996,29131.010879,30311.999039,25190.907687,33778.229369,17000.36465,24083.704996,27153.47102,37396.326415,516451.197204
Texas ,TX,Denton ,48121,22529.323438,27069.508857,28131.980783,23699.926955,31656.316112,15637.788062,20868.889578,28380.051724,34113.640564,493567.87994220003
Texas ,TX,Brazos ,48041,22124.391035,25888.26438,28573.761556,22417.318343,29284.240761,15452.379974,21133.366903,22686.526691,35912.977623,474960.6310759999
Texas ,TX,Nueces ,48355,26132.148081,28562.362933,30335.443228,25785.866927,33721.977284,16399.587175,23043.736977,24258.850288,38008.64403,500032.4113654
Texas ,TX,Collin ,48085,23839.120712,26545.96536,31213.94626,24664.117163,33099.245275,15480.407837,20100.350127,29977.327962,33959.422681,493070.4621777
Texas ,TX,Hidalgo ,48215,24677.406283,32514.325874,30894.478846,24495.957973,32006.070031,16863.622995,23193.075486,24463.205659,36880.599564,523841.7037289999
Texas ,TX,El Paso ,48141,22256.284921,29528.451015,29054.657483,23431.444566,32645.45818,15768.120365,23234.30427,24307.746759,36891.42508,482253.6209196
Texas ,TX,Fort Bend ,48157,24681.07008,31848.348893,36853.089274,28204.527272,35029.664715,16657.848031,22368.740089,31715.469548,39790.5125,542214.1152688001
Texas ,TX,Bell ,48027,20321.890494,26660.359292,24687.550059,20313.473076,28462.71362,14424.365614,20010.23577,19884.593439,31585.948899,439823.01629800006
Texas ,TX,Webb ,48479,25006.31495,39191.051832,33314.420195,22776.230527,41829.242551,18627.78904,25151.615645,26898.829666,47241.001055,576996.8351050001
Texas ,TX,Galveston ,48167,29531.357122,34584.779566,35277.804857,29418.789347,35255.376046,18544.669119,26103.02088,30713.743282,44219.579108,581997.6577300001
Texas ,TX,Gregg ,48183,21056.719938,27853.091096,26843.274391,22790.729391,31082.124357,16239.734691,22920.466994,23310.383197,37629.45141,487676.71410790004
Texas ,TX,Harrison ,48203,23137.660724,28234.849841,25708.545785,20480.389317,30977.555116,14685.597486,21380.15715,19520.726513,31465.55655,451101.95244100003
Texas ,TX,Lubbock ,48303,23871.59021,25628.955015,28423.981842,25221.879109,30744.59464,16556.27684,20086.301989,24183.016833,33978.706729,489098.6419603999
Texas ,TX,Kaufman ,48257,23230.369798,29884.342037,29240.100743,24403.577619,31618.253862,15803.42023,22042.355848,26970.811063,35978.015503,475474.28668359993
Texas ,TX,Midland ,48329,18852.127216,22598.008321,23804.24246,21159.873799,26606.677625,13532.038162,17747.043505,24193.704509,27097.867979,418691.3561817
Texas ,TX,Ector ,48135,20576.448343,31304.793983,27194.201472,22750.916323,29560.452255,15028.410693,19775.00332,25042.960691,32947.568989,462899.20843750006
Texas ,TX,Tom Green ,48451,23762.208831,25113.918218,26360.877109,21774.620265,25343.463706,14476.513663,19423.181753,22914.552405,28819.22446,445878.15846760006
Texas ,TX,Bexar ,48029,22236.13921,27788.460885,28505.676338,23807.900245,32386.464179,15273.601406,21157.174731,24773.388618,36231.240302,474350.48696159996
Texas ,TX,Smith ,48423,23832.933012,27392.449688,28186.23284,23468.966061,31430.683739,15789.385446,20168.84702,23093.115509,34805.352086,464538.6745340001
Texas ,TX,McLennan ,48309,23933.901087,25508.794217,27378.123664,20386.854472,27088.632717,14988.910805,20456.848426,23834.621204,30684.435476,453647.4044654
Texas ,TX,Wichita ,48485,25478.486453,26580.823441,28959.129976,24417.98836,30045.386822,16741.31186,21553.712171,23409.988315,34554.902667,487739.412117
Utah ,UT,Davis ,49011,17939.43199,19622.220956,20946.980799,16190.338802,24079.470652,14047.468664,17063.546336,17286.368675,26663.626986,363237.9278675
Utah ,UT,Weber ,49057,19893.532993,19926.458313,20461.697049,16805.418257,24850.081512,14308.25904,18025.068252,19145.797168,30747.626131,398010.177844
Utah ,UT,Washington ,49053,17364.576327,17764.246429,19612.982141,15951.766193,21090.876775,12199.296658,14602.50178,17905.145865,25354.792504,348644.78267620003
Utah ,UT,Salt Lake ,49035,18924.991318,21272.024898,22891.928879,16948.799481,24955.836653,14485.78161,17989.454981,19785.52456,27391.312915,407292.111724
Virginia ,VA,Alexandria City ,51510,20221.164755,22135.629538,23603.428709,19101.524609,27022.358851,13222.170695,17320.197322,20816.42776,25605.24006,393114.66233769996
Virginia ,VA,Hampton City ,51650,19983.210329,23254.296622,23277.446768,18381.451846,26629.384624,12603.987683,19146.509906,15800.69179,30451.119674,389932.8555208
Virginia ,VA,Lynchburg City ,51680,19452.238615,22652.966685,24758.163034,17733.548627,27320.733276,13488.695143,20447.251357,16251.771231,28497.698533,426501.57075590006
Virginia ,VA,Norfolk City ,51710,21012.358842,23559.273612,23616.14259,19864.337028,29305.697306,14189.679763,20723.418439,15677.452273,32416.71856,423447.9351279999
Virginia ,VA,Portsmouth City ,51740,19645.302516,21732.331263,23375.419745,20860.289491,26634.792106,13037.644802,20713.565202,17535.682586,33258.420126,426138.5456063001
Virginia ,VA,Suffolk City ,51800,17750.591378,22025.661292,22222.629875,18231.852406,23924.247278,11945.702269,17878.603641,19599.291754,26311.419475,368737.65538829996
Washington ,WA,King ,53033,20473.337394,21350.232777,23842.163195,17291.795432,25583.304367,13880.005323,17426.327464,17571.684138,27018.719159,391044.95943000005
Washington ,WA,Benton ,53005,21947.982162,21416.307472,23265.098284,17622.025063,25059.338594,13518.070155,18136.288954,18449.758218,30756.991262,386449.56561600004
Washington ,WA,Spokane ,53063,18514.870087,21426.555599,21547.854539,16690.472127,25340.27181,13590.767707,17246.009456,16372.472711,26810.365826,379268.8628491
Washington ,WA,Pierce ,53053,19862.003066,21031.49177,22156.719622,16988.605591,24072.621208,13464.696099,17706.105928,15412.717101,28034.852404,384779.28822010005
Washington ,WA,Clark ,53011,21331.610351,19952.841343,21618.263723,17622.827569,22430.974585,13810.916874,17715.890669,16024.509727,26323.927841,416213.69588310004
Washington ,WA,Yakima ,53077,19290.767102,19141.085932,20066.534686,14788.154082,22422.907026,12140.584982,16507.83051,14112.739143,27200.697231,339990.1709688
West Virginia ,WV,Kanawha ,54039,17106.891769,24915.66385,22254.524412,17072.944447,27787.690816,13019.693782,17668.245667,23095.693594,31585.235872,401357.81658569997
Wisconsin ,WI,Outagamie ,55087,17460.018564,16496.409017,18924.770942,14461.171894,21450.693578,11449.174739,14432.980798,10450.441707,22203.712699,310836.95058090007
Wisconsin ,WI,Brown ,55009,18259.455977,19579.685264,21919.033989,14585.533432,22029.929719,12733.235993,15431.438792,11751.676244,25355.42282,346949.93613399996
Wisconsin ,WI,Kenosha ,55059,19003.566087,21863.226313,22526.401801,17736.745146,26885.065782,13331.70297,17823.155394,14938.813663,26138.287605,391030.11963420006
Wisconsin ,WI,Dane ,55025,17462.87511,18660.60039,21331.617586,13737.293144,23435.293502,11128.181729,16276.301883,12546.368035,26388.413581,339981.8298552
Wisconsin ,WI,Milwaukee ,55079,22691.112615,26175.407332,26255.861461,20399.137257,30162.543531,15669.916205,20924.099295,16840.480694,33196.478383,453795.9175772001
Wisconsin ,WI,Racine ,55101,21901.773728,23688.10052,25664.338258,19957.050224,28582.42345,14551.968153,19248.446361,15594.488333,28618.103553,432645.9277248
Wisconsin ,WI,Waukesha ,55133,19572.453328,21012.754653,23313.004092,18849.761945,26207.920504,13381.809762,16701.374883,14979.06981,29895.74442,405030.68911619997
Wyoming ,WY,Laramie ,56021,17611.165177,24763.865078,22971.826987,18419.762594,24263.624862,13967.115795,18622.427697,16524.945613,33286.590787,392300.66401660006
