stateabbr,placename,placefips,tractfips,place_tractid,population2010,insurance,highbloodpressure,cancer,asthma,heartdisease,annualcheckups,smokes,mentalhealthissues,latitude,longitude,countyfips,State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost,tract,hpi,Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max,sfcount
MI,Grand Rapids,2634000,26081011600,2634000-26081011600,763,7.1,29.7,7.1,9.8,5.7,73.5,16.1,12.5,43.00440097,-85.73478651,26081,Michigan ,MI,Kent ,26081,20488.046986,21937.916584,23704.604776,17539.298737,26437.029949,13800.289318,18563.64028,16311.567583,30184.730849,404829.008304,26081011600,410.92,2634000-26081011600,1188,0,0,23.1,0,0,0.068,2
MI,Grand Rapids,2634000,26081011801,2634000-26081011801,345,7.5,25.7,6.7,9.6,4.5,73.3,12.7,11,43.0124605,-85.61329964,26081,Michigan ,MI,Kent ,26081,20488.046986,21937.916584,23704.604776,17539.298737,26437.029949,13800.289318,18563.64028,16311.567583,30184.730849,404829.008304,26081011801,337.6,2634000-26081011801,1188,0,0,23.1,0,0,0.068,1
MI,Grand Rapids,2634000,26081012605,2634000-26081012605,716,8.4,11.1,2.2,10.1,1.6,66.1,11.1,13.9,42.93509593,-85.58333618,26081,Michigan ,MI,Kent ,26081,20488.046986,21937.916584,23704.604776,17539.298737,26437.029949,13800.289318,18563.64028,16311.567583,30184.730849,404829.008304,26081012605,561.46,2634000-26081012605,1188,0,0,23.1,0,0,0.068,0
MI,Kalamazoo,2642160,26077000202,2642160-26077000202,969,19.4,47.5,5.8,14,10,76.4,31,20.2,42.3040876,-85.57787806,26077,Michigan ,MI,Kalamazoo ,26077,19837.142883,19898.173446,21217.596392,16474.704412,24110.965003,12825.870253,16891.420217,16631.758262,27047.772244,371597.5768495,26077000202,121.33,2642160-26077000202,1186,0,0,23.5,0,1,0.071,4
MI,Lansing,2646000,26065003400,2646000-26065003400,83,8.6,34.5,7.8,10.1,6.7,73.2,17.2,12.7,42.7523647,-84.58563196,26065,Michigan ,MI,Ingham ,26065,20741.991468,25272.299907,24100.485753,18893.480851,27728.117787,14008.161124,19296.671833,19401.476393,32102.449224,424988.8577827,26065003400,293.12,2646000-26065003400,1183,0,0,25.1,0,0,0.069,1
MI,Lansing,2646000,26065003801,2646000-26065003801,542,8.3,26.8,5.8,9.8,4.7,69.6,14.1,12.1,42.74499123,-84.50590218,26065,Michigan ,MI,Ingham ,26065,20741.991468,25272.299907,24100.485753,18893.480851,27728.117787,14008.161124,19296.671833,19401.476393,32102.449224,424988.8577827,26065003801,426.52,2646000-26065003801,1183,0,0,25.1,0,0,0.069,2
MI,Lansing,2646000,26065004000,2646000-26065004000,213,6.8,45.6,13.5,10.4,11.9,80.2,11.2,11.4,42.73687533,-84.50510532,26065,Michigan ,MI,Ingham ,26065,20741.991468,25272.299907,24100.485753,18893.480851,27728.117787,14008.161124,19296.671833,19401.476393,32102.449224,424988.8577827,26065004000,426.52,2646000-26065004000,1183,0,0,25.1,0,0,0.069,0
MI,Lansing,2646000,26065005202,2646000-26065005202,190,7.5,28.3,6.4,10,5,70.4,16.3,12.1,42.65978241,-84.57144593,26065,Michigan ,MI,Ingham ,26065,20741.991468,25272.299907,24100.485753,18893.480851,27728.117787,14008.161124,19296.671833,19401.476393,32102.449224,424988.8577827,26065005202,349.11,2646000-26065005202,1183,0,0,25.1,0,0,0.069,0
MI,Rochester Hills,2669035,26125192800,2669035-26125192800,799,12.4,16.8,2.4,11.9,2.5,64.9,19.4,19.2,42.66924327,-83.20274212,26125,Michigan ,MI,Oakland ,26125,23007.632395,27550.698104,28169.612002,24403.299697,29762.096014,15853.394887,19896.337251,25912.129893,34125.405787,485481.17370499996,26125192800,421.23,2669035-26125192800,1226,0,0,21.8,0,7,0.084,1
MI,Warren,2684000,26099982300,2684000-26099982300,113,30.3,41.3,3,12.2,9.1,62.9,50.3,26.3,42.51875855,-83.03675272,26099,Michigan ,MI,Macomb ,26099,23515.914985,28062.219267,27891.433581,23343.950443,29650.172671,15632.220117,19885.77846,25759.952494,34603.101018,482210.7903319,26099982300,398.78,2684000-26099982300,1226,0,0,21.8,0,7,0.084,0
MN,Duluth,2717000,27137010100,2717000-27137010100,62,10,30.6,7.5,8.4,6.4,67.7,21.7,11.7,46.75238935,-92.21305317,27137,Minnesota ,MN,St. Louis ,27137,21407.89309,21474.072565,22432.942718,15167.640648,23552.573731,14645.087143,17331.457725,14736.04979,25815.52673,363174.11302029993,27137010100,289.61,2717000-27137010100,1286,0,0,17.8,0,0,0.057,0
MN,Duluth,2717000,27137010200,2717000-27137010200,83,8.3,29.8,7.8,7.9,6.2,68.6,17.9,10,46.69859275,-92.23181967,27137,Minnesota ,MN,St. Louis ,27137,21407.89309,21474.072565,22432.942718,15167.640648,23552.573731,14645.087143,17331.457725,14736.04979,25815.52673,363174.11302029993,27137010200,289.61,2717000-27137010200,1286,0,0,17.8,0,0,0.057,0
MN,Duluth,2717000,27137010300,2717000-27137010300,96,8.7,24.9,6.7,7.7,4.8,65.8,17.3,9.9,46.75933547,-92.1897125,27137,Minnesota ,MN,St. Louis ,27137,21407.89309,21474.072565,22432.942718,15167.640648,23552.573731,14645.087143,17331.457725,14736.04979,25815.52673,363174.11302029993,27137010300,428.5,2717000-27137010300,1286,0,0,17.8,0,0,0.057,0
MN,Rochester,2754880,27109000903,2754880-27109000903,423,10,19.5,5.1,7.9,3.6,60,15.4,10.5,43.95720802,-92.45964317,27109,Minnesota ,MN,Olmsted ,27109,17700.750884,20432.247064,23905.2353,16796.776949,23787.707381,14399.120416,16254.495309,14899.103916,25206.601921,391404.5548128,27109000903,362.17,2754880-27109000903,1277,0,0,25.5,0,0,0.066,0
MN,Rochester,2754880,27109002200,2754880-27109002200,541,9.2,20.4,5.1,7.9,3.5,60.3,16.6,10.5,43.91205328,-92.49413553,27109,Minnesota ,MN,Olmsted ,27109,17700.750884,20432.247064,23905.2353,16796.776949,23787.707381,14399.120416,16254.495309,14899.103916,25206.601921,391404.5548128,27109002200,372.16,2754880-27109002200,1277,0,0,25.5,0,0,0.066,0
MS,Gulfport,2829700,28047003101,2829700-28047003101,542,21.3,51.4,6,11.2,7,78.2,23.5,14.3,30.41968314,-89.11294109,28047,Mississippi ,MS,Harrison ,28047,24567.594345,27980.490439,28027.413737,22367.889043,33273.764587,15974.732198,21401.12723,23752.909878,35936.827909,490238.86555999995,28047003101,237.53,2829700-28047003101,1304,0,0,22.4,0,1,0.072,1
MS,Gulfport,2829700,28047003505,2829700-28047003505,588,14.6,39.2,7.7,9,7.4,70,19.8,13.2,30.44543818,-89.11012678,28047,Mississippi ,MS,Harrison ,28047,24567.594345,27980.490439,28027.413737,22367.889043,33273.764587,15974.732198,21401.12723,23752.909878,35936.827909,490238.86555999995,28047003505,183.89,2829700-28047003505,1304,0,0,22.4,0,1,0.072,0
MS,Gulfport,2829700,28047980000,2829700-28047980000,85,27.1,34,2.2,8.1,3.3,62.3,33,15.5,30.40668216,-89.07115553,28047,Mississippi ,MS,Harrison ,28047,24567.594345,27980.490439,28027.413737,22367.889043,33273.764587,15974.732198,21401.12723,23752.909878,35936.827909,490238.86555999995,28047980000,237.53,2829700-28047980000,1304,0,0,22.4,0,1,0.072,0
MS,Jackson,2836000,28049010500,2836000-28049010500,77,16.1,40.6,6.3,10.4,6.3,72.1,19.6,14.1,32.38910516,-90.26861627,28049,Mississippi ,MS,Hinds ,28049,24302.530718,27475.872432,31273.49438,23942.601021,33998.743413,15919.497661,23024.19492,26541.305462,38571.373065,521601.718486,28049010500,327.33,2836000-28049010500,1306,0,0,21,0,0,0.066,0
MS,Jackson,2836000,28089030105,2836000-28089030105,622,20.4,17.3,1,13.1,0.9,73.2,14.4,18.2,32.40552313,-90.15788163,28089,Mississippi ,MS,Madison ,28089,22241.343619,22823.928479,25611.839524,20237.18714,29183.667828,14439.076514,18126.505976,22156.96937,29816.542495,436768.6499354,28089030105,169.38,2836000-28089030105,1305,0,0,28.1,0,0,0.067,0
MO,Columbia,2915670,29019001602,2915670-29019001602,173,9.8,30.8,7.5,9.2,6.2,73,17.2,12.1,38.93919807,-92.24400871,29019,Missouri ,MO,Boone ,29019,22367.954335,22752.280828,24564.767553,17537.825778,27627.805275,14163.819243,18270.452839,15805.84132,29710.573129,401012.6682688,29019001602,313.18,2915670-29019001602,1323,0,0,19.9,0,0,0.064,0
MO,Columbia,2915670,29019001702,2915670-29019001702,129,11.9,19.4,4.5,8.8,2.8,65.4,18.6,12.4,38.87280673,-92.34771011,29019,Missouri ,MO,Boone ,29019,22367.954335,22752.280828,24564.767553,17537.825778,27627.805275,14163.819243,18270.452839,15805.84132,29710.573129,401012.6682688,29019001702,424.54,2915670-29019001702,1323,0,0,19.9,0,0,0.064,0
MO,Independence,2935000,29095015100,2935000-29095015100,113,14.8,30.2,7.1,8.8,6.7,67.9,24.9,14.2,39.12929055,-94.38596505,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095015100,307.13,2935000-29095015100,1323,0,0,19.9,0,0,0.064,2
MO,Independence,2935000,29095019300,2935000-29095019300,399,12.8,24.1,5.1,8.7,4,66.3,21.5,13.1,39.02543633,-94.33332143,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095019300,348.57,2935000-29095019300,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29037060100,2938000-29037060100,197,17.7,10.8,1.4,9.6,1.3,59.4,18.1,16.7,38.83716933,-94.55525259,29037,Missouri ,MO,Cass ,29037,23080.940021,25710.113617,26767.871245,22475.683146,30094.767416,15406.619291,19282.065895,21212.789565,34475.295765,472257.10729099996,29037060100,367.93,2938000-29037060100,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29047021900,2938000-29047021900,355,11.8,25.4,5.8,8.7,4.2,67.4,17.3,12,39.31785254,-94.55598833,29047,Missouri ,MO,Clay ,29047,20392.34672,23781.543343,23803.154184,20318.020626,28427.0085,14309.598377,17548.793415,20061.554945,28611.254236,426056.0347887,29047021900,223.91,2938000-29047021900,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29047022100,2938000-29047022100,75,15.1,40.4,5.6,8.9,7.2,71.7,23.3,13.6,39.12927033,-94.59248826,29047,Missouri ,MO,Clay ,29047,20392.34672,23781.543343,23803.154184,20318.020626,28427.0085,14309.598377,17548.793415,20061.554945,28611.254236,426056.0347887,29047022100,383.36,2938000-29047022100,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095004400,2938000-29095004400,875,9.6,24.1,6.4,7.6,4.4,68.9,12.2,9.6,39.0775313,-94.58701248,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095004400,237.4,2938000-29095004400,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095005400,2938000-29095005400,903,25.5,46.5,5.9,12.4,9,77.7,29.8,18.4,39.06640042,-94.55764963,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095005400,431.49,2938000-29095005400,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095005500,2938000-29095005500,886,24.8,46.5,5.9,12,8.9,77.8,29.7,18.3,39.05918408,-94.55802318,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095005500,431.49,2938000-29095005500,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095012802,2938000-29095012802,311,12.6,45.5,13.9,8.4,12.1,81,14.1,9.6,38.96236336,-94.43953989,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095012802,322.95,2938000-29095012802,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095013504,2938000-29095013504,95,8.8,34.1,9.8,8.1,7.4,74.8,15,10.2,38.86261763,-94.45619192,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095013504,334.52,2938000-29095013504,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095018100,2938000-29095018100,181,8.4,31.1,8.8,8,6.3,73.2,14.7,10,38.84890316,-94.46306571,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095018100,334.52,2938000-29095018100,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29095018200,2938000-29095018200,72,9.2,24.6,6.9,8.1,4.4,69.5,15.1,10.1,38.87768304,-94.47329768,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095018200,334.52,2938000-29095018200,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29165030101,2938000-29165030101,428,12.2,27.5,6.8,8.9,5.7,70.4,19.4,12.2,39.19299582,-94.64217991,29165,Missouri ,MO,Platte ,29165,19925.409848,24975.224427,23714.259835,21091.854764,28092.985051,14371.252713,17404.354205,17285.199765,30405.720833,406065.9175336,29165030101,411.13,2938000-29165030101,1323,0,0,19.9,0,0,0.064,0
MO,Kansas City,2938000,29165030600,2938000-29165030600,377,13.8,29.1,7.2,8.9,6.7,70.5,20.2,12.7,39.3307229,-94.6675672,29165,Missouri ,MO,Platte ,29165,19925.409848,24975.224427,23714.259835,21091.854764,28092.985051,14371.252713,17404.354205,17285.199765,30405.720833,406065.9175336,29165030600,223.97,2938000-29165030600,1323,0,0,19.9,0,0,0.064,0
MO,Lee's Summit,2941348,29037060302,2941348-29037060302,96,12.6,28.5,6.1,9.1,5.2,69.6,18.6,12.8,38.83570366,-94.41363236,29037,Missouri ,MO,Cass ,29037,23080.940021,25710.113617,26767.871245,22475.683146,30094.767416,15406.619291,19282.065895,21212.789565,34475.295765,472257.10729099996,29037060302,344.96,2941348-29037060302,1323,0,0,19.9,0,0,0.064,0
MO,Lee's Summit,2941348,29095988300,2941348-29095988300,56,16.4,37.3,8.9,10.4,9.4,71.5,28.3,16.1,38.89448791,-94.45726404,29095,Missouri ,MO,Jackson ,29095,23838.147205,27509.453713,27981.726477,22348.693462,32563.071153,16212.934833,21154.456403,19259.474986,37356.678885,470859.9037915,29095988300,339.26,2941348-29095988300,1323,0,0,19.9,0,0,0.064,0
MO,O'Fallon,2954074,29183312095,2954074-29183312095,259,14.7,16.8,3.5,9,2.6,61.3,22.5,14.1,38.81141217,-90.76665773,29183,Missouri ,MO,St. Charles ,29183,21250.365324,23648.80841,23706.927493,18913.194407,27156.778697,14039.833586,18932.185691,19674.226528,29823.18653,459176.1464728,29183312095,382.6,2954074-29183312095,1323,0,0,19.9,0,0,0.064,0
MO,St. Joseph,2964550,29021002200,2964550-29021002200,903,12.5,29.4,7.3,9.3,6,73.4,19.7,12.8,39.72122199,-94.80161307,29021,Missouri ,MO,Buchanan ,29021,21887.89057,23302.667515,21633.78204,18897.598747,27587.318834,13679.506468,18094.323814,15666.033248,30650.01498,437233.7571692,29021002200,236.66,2964550-29021002200,1323,0,0,19.9,0,0,0.064,0
MO,St. Joseph,2964550,29021002700,2964550-29021002700,455,14.4,21,4.5,10.5,3.6,70.1,20.4,15.4,39.77063691,-94.76154151,29021,Missouri ,MO,Buchanan ,29021,21887.89057,23302.667515,21633.78204,18897.598747,27587.318834,13679.506468,18094.323814,15666.033248,30650.01498,437233.7571692,29021002700,286.35,2964550-29021002700,1323,0,0,19.9,0,0,0.064,0
MO,St. Joseph,2964550,29021002900,2964550-29021002900,198,15.6,33.4,7.6,9.8,8.3,72.8,24.6,15.3,39.71704556,-94.88935832,29021,Missouri ,MO,Buchanan ,29021,21887.89057,23302.667515,21633.78204,18897.598747,27587.318834,13679.506468,18094.323814,15666.033248,30650.01498,437233.7571692,29021002900,202.29,2964550-29021002900,1323,0,0,19.9,0,0,0.064,0
MO,Springfield,2970000,29077004102,2970000-29077004102,800,11.6,14.7,3.1,9.3,2.2,60.9,15.9,13.4,37.14015159,-93.32964119,29077,Missouri ,MO,Greene ,29077,20560.438165,21381.415021,21391.089086,16412.124727,25126.280152,13146.709203,17970.561183,16004.625176,27776.029204,368121.0696848,29077004102,338.61,2970000-29077004102,1323,0,0,19.9,0,0,0.064,0
MO,Springfield,2970000,29077004201,2970000-29077004201,219,12.3,35.2,9.4,8.7,8.4,71.9,16.9,11.8,37.16823492,-93.36312529,29077,Missouri ,MO,Greene ,29077,20560.438165,21381.415021,21391.089086,16412.124727,25126.280152,13146.709203,17970.561183,16004.625176,27776.029204,368121.0696848,29077004201,338.61,2970000-29077004201,1323,0,0,19.9,0,0,0.064,1
MT,Billings,3006550,30111001401,3006550-30111001401,532,10.6,25.6,8.1,8.7,5.9,66.6,16.2,10.8,45.7695871,-108.6448589,30111,Montana ,MT,Yellowstone ,30111,19554.868796,21408.594068,20802.42793,15349.033141,22875.349584,13437.948024,16406.931192,15209.136271,28013.813747,388275.3503977,30111001401,343.26,3006550-30111001401,1393,0,22,144.8,0,0,0.064,1
MT,Missoula,3050200,30063000400,3050200-30063000400,550,10.4,26.7,7.2,9.4,5.6,62.8,17.2,11.9,46.87462469,-113.9435595,30063,Montana ,MT,Missoula ,30063,16651.921046,18122.386138,19985.674834,14513.480548,21871.859716,12702.983167,14986.657476,11604.185256,20140.382262,327098.20069140004,30063000400,961.51,3050200-30063000400,1393,0,22,144.8,0,0,0.064,0
MT,Missoula,3050200,30063000901,3050200-30063000901,717,10.8,39.7,13.7,8.6,10.9,73.1,12.3,9.5,46.84820696,-114.0506216,30063,Montana ,MT,Missoula ,30063,16651.921046,18122.386138,19985.674834,14513.480548,21871.859716,12702.983167,14986.657476,11604.185256,20140.382262,327098.20069140004,30063000901,961.51,3050200-30063000901,1393,0,22,144.8,0,0,0.064,1
MT,Missoula,3050200,30063001400,3050200-30063001400,243,9.8,32.8,8.4,9.5,6.9,66.1,19.1,12.3,46.90805045,-113.9586287,30063,Montana ,MT,Missoula ,30063,16651.921046,18122.386138,19985.674834,14513.480548,21871.859716,12702.983167,14986.657476,11604.185256,20140.382262,327098.20069140004,30063001400,811.76,3050200-30063001400,1393,0,22,144.8,0,0,0.064,0
NE,Lincoln,3128000,31109001900,3128000-31109001900,993,14.9,19.5,3.7,9.1,4.4,57.5,16.1,14.1,40.8130646,-96.70261049,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109001900,125.38,3128000-31109001900,1419,0,0,21,0,0,0.067,0
NE,Lincoln,3128000,31109003500,3128000-31109003500,212,18.2,26.2,3.9,7.6,4.4,60,22.2,11.4,40.78237255,-96.73261284,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109003500,264.55,3128000-31109003500,1419,0,0,21,0,0,0.067,0
NE,Lincoln,3128000,31109003604,3128000-31109003604,987,7.8,28.9,8.4,7.8,5.6,69.1,10.5,7.8,40.74233129,-96.70835233,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109003604,453.98,3128000-31109003604,1419,0,0,21,0,0,0.067,0
NE,Lincoln,3128000,31109003720,3128000-31109003720,379,9.1,20.4,5.5,7.6,3.3,62.9,11.3,8.2,40.71962034,-96.65457086,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109003720,426.97,3128000-31109003720,1419,0,0,21,0,0,0.067,0
NE,Lincoln,3128000,31109010202,3128000-31109010202,255,14.2,17.3,3.4,8.7,2.3,57.8,17.3,11.1,40.83206454,-96.79794281,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109010202,283.61,3128000-31109010202,1419,0,0,21,0,0,0.067,0
NE,Lincoln,3128000,31109983200,3128000-31109983200,161,23.2,18.7,2.2,8.5,2.5,54.8,24.2,13.4,40.85174608,-96.76423843,31109,Nebraska ,NE,Lancaster ,31109,18802.850598,21372.1261,22645.963752,17907.225452,24570.84963,13450.304315,17230.175358,17008.283211,27298.099419,402345.6190371,31109983200,233.65,3128000-31109983200,1419,0,0,21,0,0,0.067,0
NE,Omaha,3137000,31055007303,3137000-31055007303,565,10.3,34.6,8.3,7.8,6.6,71,15,9.7,41.35741936,-95.96101916,31055,Nebraska ,NE,Douglas ,31055,21937.649423,23328.81253,23326.656773,18806.461353,27349.529525,14339.774713,18398.11686,16194.451953,30870.707268,416488.5648131,31055007303,292.88,3137000-31055007303,1419,0,0,21,0,0,0.067,1
NE,Omaha,3137000,31055007442,3137000-31055007442,636,7.5,31.4,8.5,7.5,5.4,71.6,11.3,8.3,41.26656524,-96.14672671,31055,Nebraska ,NE,Douglas ,31055,21937.649423,23328.81253,23326.656773,18806.461353,27349.529525,14339.774713,18398.11686,16194.451953,30870.707268,416488.5648131,31055007442,365.11,3137000-31055007442,1419,0,0,21,0,0,0.067,0
NE,Omaha,3137000,31055007470,3137000-31055007470,958,10.8,21.6,4.4,8.1,3.2,63.3,15.2,11,41.29597362,-96.15081326,31055,Nebraska ,NE,Douglas ,31055,21937.649423,23328.81253,23326.656773,18806.461353,27349.529525,14339.774713,18398.11686,16194.451953,30870.707268,416488.5648131,31055007470,184.83,3137000-31055007470,1419,0,0,21,0,0,0.067,0
NE,Omaha,3137000,31055007472,3137000-31055007472,115,10.4,26,6,7.8,3.8,66.5,13.9,9.4,41.28946059,-96.14366286,31055,Nebraska ,NE,Douglas ,31055,21937.649423,23328.81253,23326.656773,18806.461353,27349.529525,14339.774713,18398.11686,16194.451953,30870.707268,416488.5648131,31055007472,184.83,3137000-31055007472,1419,0,0,21,0,0,0.067,0
NE,Omaha,3137000,31055007515,3137000-31055007515,61,8.3,18.4,4.4,7.3,2.3,63.2,10.9,8.5,41.23087795,-96.20250046,31055,Nebraska ,NE,Douglas ,31055,21937.649423,23328.81253,23326.656773,18806.461353,27349.529525,14339.774713,18398.11686,16194.451953,30870.707268,416488.5648131,31055007515,275.98,3137000-31055007515,1419,0,0,21,0,0,0.067,0
NV,Henderson,3231900,32003002843,3231900-32003002843,972,13.5,21.3,3.7,9.3,2.7,62.1,18.3,12.3,35.98973419,-115.1454868,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003002843,240.38,3231900-32003002843,1443,0,0,30.4,0,3,0.073,0
NV,Henderson,3231900,32003005010,3231900-32003005010,749,25,21.9,2.7,11.9,3.1,58.7,27.7,19.3,36.0841336,-115.0522354,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003005010,343.56,3231900-32003005010,1443,0,0,30.4,0,3,0.073,0
NV,Henderson,3231900,32003005016,3231900-32003005016,50,19.8,30.8,5.4,10,5.7,64.5,22.9,14.4,36.08238659,-115.0044127,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003005016,343.56,3231900-32003005016,1443,0,0,30.4,0,3,0.073,0
NV,Las Vegas,3240000,32003000900,3240000-32003000900,942,12.7,39.2,6.8,9.1,8.1,69.2,18.9,11.7,36.16230859,-115.1493151,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003000900,407.82,3240000-32003000900,1450,0,1,46,0,5,0.075,0
NV,Las Vegas,3240000,32003001501,3240000-32003001501,725,27.2,32.7,4,11.2,6.4,63,28.3,18.4,36.15507731,-115.1082019,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003001501,407.82,3240000-32003001501,1450,0,1,46,0,5,0.075,0
NV,Las Vegas,3240000,32003003242,3240000-32003003242,670,9.6,26.7,5.6,9.4,4.2,66,15.3,11,36.23552287,-115.2916528,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003003242,237.75,3240000-32003003242,1450,0,1,46,0,5,0.075,0
NV,North Las Vegas,3251800,32003006001,3251800-32003006001,735,18,22.3,3.3,14.8,2.2,63.8,27.7,21.2,36.25311014,-115.0780869,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003006001,221.32,3251800-32003006001,1450,0,1,46,0,5,0.075,0
NV,North Las Vegas,3251800,32003007800,3251800-32003007800,128,19.9,10.8,0.7,9.5,1,52.8,20.4,18,36.28818092,-114.9790449,32003,Nevada ,NV,Clark ,32003,23819.309701,31671.514228,31369.041276,25836.263593,34666.50317,16682.891538,22140.663356,30222.275378,39607.884077,525422.3289977,32003007800,211.59,3251800-32003007800,1450,0,1,46,0,5,0.075,0
NV,Reno,3260600,32031001010,3260600-32031001010,200,8.6,25.7,6.6,9.4,4.5,64,14.2,11.2,39.40552869,-119.7568885,32031,Nevada ,NV,Washoe ,32031,18529.427832,20566.429118,22286.36818,17595.292694,26191.296691,12722.691984,17172.155904,16531.332897,26262.19136,374897.15683299996,32031001010,457.53,3260600-32031001010,1463,0,1,45.6,0,1,0.071,0
NV,Reno,3260600,32031001011,3260600-32031001011,176,8.3,27.1,7,9.1,4.7,64.8,14.1,10.6,39.40860099,-119.7663871,32031,Nevada ,NV,Washoe ,32031,18529.427832,20566.429118,22286.36818,17595.292694,26191.296691,12722.691984,17172.155904,16531.332897,26262.19136,374897.15683299996,32031001011,457.53,3260600-32031001011,1463,0,1,45.6,0,1,0.071,0
NV,Reno,3260600,32031001013,3260600-32031001013,765,6.4,31.2,8.8,8.8,5.8,69.6,10.5,9.2,39.46447709,-119.8162373,32031,Nevada ,NV,Washoe ,32031,18529.427832,20566.429118,22286.36818,17595.292694,26191.296691,12722.691984,17172.155904,16531.332897,26262.19136,374897.15683299996,32031001013,457.53,3260600-32031001013,1463,0,1,45.6,0,1,0.071,0
NV,Reno,3260600,32031002103,3260600-32031002103,655,12.4,20.6,4.2,9.2,3,60.6,14.9,12.1,39.47137492,-119.7286796,32031,Nevada ,NV,Washoe ,32031,18529.427832,20566.429118,22286.36818,17595.292694,26191.296691,12722.691984,17172.155904,16531.332897,26262.19136,374897.15683299996,32031002103,541.15,3260600-32031002103,1467,0,0,35,0,2,0.071,0
