Submission_ID,Facility_Name,Facility_City,Facility_State,Facility_County,Facility_Zip_Code,Facility_Latitude,Facility_Longitude,FRS_ID,AFS_NUMBER,Location_ID,Location_Name,Is_Location_Controlled,Duct_Diameter,Permit_Source_Name,Permit_Source_ID,Air_Permit_Number,SCC,NAICS,Process_Description,TEST_RUN_VALUE,AVERAGE_VALUE,Calculated_Average,Test_Run_Number,Pollutant_Name,CAS_Number,NEI_Pollutant_Code,POLLUTANT_UNIT,Measure,Material,Action,Detection_Limit_Flag,Test_Report_Rating,Test_Run_Date,Test_Method_Notes,Test_Method,Testing_Company,Testing_Project_Number,ERT_Version,Test_Report_Reference,Control_1,Control_2,Control_3,Control_4,Control_5,PROCESS_PARAMETER,PROCESS_PARAMETER_RATE,PROCESS_PARAMETER_VALUE,Regulation_Description,Regulatory_Limit,Stack_Temperature_F,Stack_Flow_Rate_acfm,Method_Mass_A,Method_Mass_B,Mass_Units,FILTER_TEMPERATURE_1_F,Filter_Temperature_2_F,Emissions_Value_LB_MMBtu_CO2,Emissions_Value_LB_MMBtu_O2
"80262670","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","2.78E-04","N/A","0","2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","28.47"," Secondary Aluminum Production","0.000000 lb/hr","95.67","712.6","0.005"," ","gm","0","0","0.00E+00","0.00E+00"
"80262670","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","2.87E-04","N/A","0","3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","24.7"," Secondary Aluminum Production","0.000000 lb/hr","95.55","750.8","0.0049"," ","gm","0","0","0.00E+00","0.00E+00"
"80262670","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","8.92E-03","N/A","0","2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","28.47","","","95.67","712.6","160.0"," ","mg","0","0","0.00E+00","0.00E+00"
"80262670","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","1.29E-02","N/A","0","3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","24.7","","","95.55","750.8","220.0"," ","mg","0","0","0.00E+00","0.00E+00"
"80262670","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","4.92E-03","N/A","0","1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-07T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","33.32","","","102.03","696.1","110.0"," ","mg","","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","2.20E-04","N/A","0","1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Aluminum","Cast","","65","2017-03-07T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","33.32"," Secondary Aluminum Production","0.000000 lb/hr","102.03","696.1","0.0049"," ","gm","","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","2.78E-04","N/A","0","2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","28.47"," Secondary Aluminum Production","0.000000 lb/hr","95.67","712.6","0.005"," ","gm","0","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","2.87E-04","N/A","0","3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","24.7"," Secondary Aluminum Production","0.000000 lb/hr","95.55","750.8","0.0049"," ","gm","0","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","4.92E-03","N/A","0","1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-07T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","33.32","","","102.03","696.1","110.0"," ","mg","","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","8.92E-03","N/A","0","2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","28.47","","","95.67","712.6","160.0"," ","mg","0","0","0.00E+00","0.00E+00"
"80262680","Alcoa Massena West Plant","Massena","NY","St. Lawrence Co","136624249","","","110000582735","6-4058-0003"," ","Furnace 31 Filterbox Exhaust","1","12.0","6405800003","","6-4058-00003/00365","30300106","331312"," ","1.29E-02","N/A","0","3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Aluminum","Cast","","65","2017-03-08T00:00:00"," ","Method 26A","O'Brien & Gere Engineers","65128","V5","Facility: Alcoa Massena West Plant - Massena, NY - Testing Company:  O'Brien & Gere Engineers - ","BAGHOUSE","","","","","Aluminum Cast","Tons/hr","24.7","","","95.55","750.8","220.0"," ","mg","0","0","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","3.03E-04","N/A","0","1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Charged","","67","2016-06-15T00:00:00"," ","Method 5","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","37.02"," Secondary Aluminum Production","0.000000 lb/hr","105.67","227.7","14825.0"," ","ug","264.916666666667","","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","1.64E-04","N/A","0","2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Charged","","67","2016-06-16T00:00:00"," ","Method 5","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","37.56"," Secondary Aluminum Production","0.000000 lb/hr","92.45","224.3","7688.0"," ","ug","265.181818181818","","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","1.02E-04","N/A","0","3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Charged","","67","2016-06-16T00:00:00"," ","Method 5","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","41.4"," Secondary Aluminum Production","0.000000 lb/hr","100.55","224.8","5400.0"," ","ug","265.545454545455","","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","1.28E-04","N/A","0","2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Charged","","67","2016-06-16T00:00:00"," ","Method 26A","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","37.56"," Secondary Aluminum Production","0.000000 lb/hr","92.45","224.3","6000.0"," ","ug","265.181818181818","","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","2.85E-05","N/A","0","3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Charged","","67","2016-06-16T00:00:00"," ","Method 26A","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","41.4"," Secondary Aluminum Production","0.000000 lb/hr","100.55","224.8","1500.0"," ","ug","265.545454545455","","0.00E+00","0.00E+00"
"80262788","Century Aluminum - Mt Holly Facility","Goose Creek","SC","Berkeley Co","29445","","","110056954470","3341"," ","51-110 MTU","0","4.0","Pit #3 Metal trestment Unit","51-110 MTU","TV-0420-0015","30400114","331312"," ","3.08E-07","N/A","0","1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Charged","","67","2016-06-15T00:00:00"," ","Method 26A","GEL Engineering, LLC","ALMX01215","V5","Facility: Century Aluminum - Mt Holly Facility - Goose Creek, SC - Testing Company:  GEL Engineering, LLC - 1/6/2016","  UNCONTROLLED","","","","","Metal Charged","Tons/hr","37.02"," Secondary Aluminum Production","0.000000 lb/hr","105.67","227.7","15.0"," ","ug","264.916666666667","","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","6.20E-08","N/A","0","1","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","353.92","433,817.5","0.2"," ","ug","0","0","0.00E+00","6.20E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","6.27E-08","N/A","0","2","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","354.92","427,235.2","0.2"," ","ug","0","0","0.00E+00","6.27E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","6.22E-08","N/A","0","3","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","355.33","429,678.1","0.2"," ","ug","0","0","0.00E+00","6.22E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","1.55E-08","N/A","0","1","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","353.92","433,817.5","0.05"," ","ug","0","0","0.00E+00","1.55E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","1.57E-08","N/A","0","2","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","354.92","427,235.2","0.05"," ","ug","0","0","0.00E+00","1.57E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","1.55E-08","N/A","0","3","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","BDL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","355.33","429,678.1","0.05"," ","ug","0","0","0.00E+00","1.55E-08"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","6.81E-07","N/A","0","2","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","ADL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","354.92","427,235.2","2.17"," ","ug","0","0","0.00E+00","6.81E-07"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","3.44E-07","N/A","0","1","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","DLL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","353.92","433,817.5","1.11"," ","ug","0","0","0.00E+00","3.44E-07"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","3.85E-07","N/A","0","3","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","DLL","74","2017-03-17T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","355.33","429,678.1","1.24"," ","ug","0","0","0.00E+00","3.85E-07"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","1","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.487"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","10","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.724"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","11","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-17T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.941"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","12","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-17T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.862"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","13","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-17T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.944"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","2","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.575"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","3","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.446"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","4","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.883"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","5","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","15.054"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","6","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","15.124"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","7","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","15.1"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80262798","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 1","1","144.0","Coal Boiler No. 1","EPCOG-1","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","8","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","74","2017-03-16T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0237","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 04/06/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.993"," ","%vd"," "," ","0.00E+00","0.00E+00"
